Id_delta,depart_date_time,arrive_date_time,depart_airport,arrive_airport,flight_number,flight_cost_coach,flight_cost_business
6058,2022-12-28 03:10:00,2022-12-28 05:11:00,San Diego (SAN),Salt Lake City (SLC),DL2491,277.84,1171.15
6059,2022-12-28 00:15:00,2022-12-28 02:10:00,Salt Lake City (SLC),San Diego (SAN),DL2491,727.34,1543.52
6060,2022-12-27 21:45:00,2022-12-27 23:10:00,Las Vegas (LAS),Salt Lake City (SLC),DL1611,552.49,2607.19
6061,2022-12-27 18:55:00,2022-12-27 20:21:00,Salt Lake City (SLC),Las Vegas (LAS),DL1611,348.58,1390.36
6062,2022-12-27 13:35:00,2022-12-27 17:22:00,Chicago (ORD),Salt Lake City (SLC),DL1113,316.51,3286.86
6063,2022-12-27 02:20:00,2022-12-27 03:50:00,Minneapolis (MSP),Chicago (ORD),DL454,316.62,2254.73
6064,2022-12-26 21:10:00,2022-12-26 01:10:00,San Jose del Cabo (SJD),Minneapolis (MSP),DL1819,730.15,2788.42
6065,2023-01-05 00:26:00,2023-01-05 02:55:00,Atlanta (ATL),Austin (AUS),DL2370,333.29,1855.84
6066,2023-01-04 18:40:00,2023-01-04 20:43:00,Dallas (DFW),Atlanta (ATL),DL2868,305.24,2559.28
6067,2023-01-04 15:00:00,2023-01-04 17:30:00,Atlanta (ATL),Dallas (DFW),DL2868,457.94,3202.2
6068,2023-01-04 11:26:00,2023-01-04 13:39:00,Austin (AUS),Atlanta (ATL),DL1252,704.63,1292.15
6069,2023-01-04 04:00:00,2023-01-04 06:31:00,Atlanta (ATL),Austin (AUS),DL2303,293.52,2323.23
6070,2023-01-04 00:10:00,2023-01-04 02:49:00,Minneapolis (MSP),Atlanta (ATL),DL423,586.15,1790.95
6071,2023-01-03 18:55:00,2023-01-03 22:02:00,Las Vegas (LAS),Minneapolis (MSP),DL559,618.86,2650.64
6072,2023-01-03 14:00:00,2023-01-03 17:41:00,Minneapolis (MSP),Las Vegas (LAS),DL559,425.41,2157.46
6073,2023-01-03 11:00:00,2023-01-03 12:21:00,Fargo (FAR),Minneapolis (MSP),DL2707,747.42,3194.58
6074,2023-01-03 05:25:00,2023-01-03 06:38:00,Minneapolis (MSP),Fargo (FAR),DL1730,502.23,3301.15
6075,2023-01-03 01:18:00,2023-01-03 04:20:00,Phoenix (PHX),Minneapolis (MSP),DL1412,316.17,1983.26
6076,2023-01-02 20:44:00,2023-01-02 00:08:00,Minneapolis (MSP),Phoenix (PHX),DL1412,675.38,2018.76
6077,2023-01-02 16:03:00,2023-01-02 19:34:00,Orlando (MCO),Minneapolis (MSP),DL1739,480.22,3137.48
6078,2023-01-02 12:05:00,2023-01-02 14:53:00,New York (LGA),Orlando (MCO),DL2375,310.68,3076.57
6079,2023-01-01 19:34:00,2023-01-01 22:10:00,Orlando (MCO),New York (LGA),DL2817,599.26,1497.71
6080,2023-01-01 14:00:00,2023-01-01 18:22:00,Salt Lake City (SLC),Orlando (MCO),DL2821,262.65,1281.74
6081,2022-12-31 22:50:00,2022-12-31 02:58:00,Detroit (DTW),Salt Lake City (SLC),DL1223,727.61,2458.04
6082,2022-12-31 18:30:00,2022-12-31 21:40:00,Miami (MIA),Detroit (DTW),DL1321,606.69,754.3
6083,2022-12-31 14:03:00,2022-12-31 17:20:00,Detroit (DTW),Miami (MIA),DL1321,748.32,1939.86
6084,2022-12-31 10:30:00,2022-12-31 12:53:00,Boston (BOS),Detroit (DTW),DL826,398.13,1243.31
6085,2022-12-31 03:25:00,2022-12-31 05:56:00,Atlanta (ATL),Boston (BOS),DL1452,349.76,3220.47
6086,2022-12-30 23:59:00,2022-12-30 02:01:00,Dallas (DFW),Atlanta (ATL),DL32,658.53,2593.47
6087,2022-12-30 20:21:00,2022-12-30 22:49:00,Atlanta (ATL),Dallas (DFW),DL2455,570.24,779.81
6088,2022-12-30 15:10:00,2022-12-30 19:11:00,Ontario (ONT),Atlanta (ATL),DL1545,637.29,2619.73
6089,2022-12-30 02:20:00,2022-12-30 07:20:00,Atlanta (ATL),Ontario (ONT),DL1448,653.73,2586.76
6090,2022-12-29 22:00:00,2022-12-29 01:10:00,Boston (BOS),Atlanta (ATL),DL1644,734.01,828.89
6091,2022-12-29 19:00:00,2022-12-29 20:49:00,Detroit (DTW),Boston (BOS),DL2352,448.71,812.43
6092,2022-12-29 13:20:00,2022-12-29 17:50:00,Los Angeles (LAX),Detroit (DTW),DL1734,714.19,2105.45
6093,2022-12-29 05:50:00,2022-12-29 07:57:00,Salt Lake City (SLC),Los Angeles (LAX),DL1049,674.83,3468.65
6094,2022-12-29 01:51:00,2022-12-29 03:15:00,Las Vegas (LAS),Salt Lake City (SLC),DL1264,295.02,1713.86
6095,2022-12-28 20:10:00,2022-12-28 00:41:00,Atlanta (ATL),Las Vegas (LAS),DL1160,332.2,2727.53
6096,2022-12-28 16:10:00,2022-12-28 18:46:00,Minneapolis (MSP),Atlanta (ATL),DL2452,345.72,1108.17
6097,2022-12-28 12:15:00,2022-12-28 15:00:00,Atlanta (ATL),Minneapolis (MSP),DL503,390.86,2746.04
6098,2022-12-28 00:59:00,2022-12-28 02:34:00,Raleigh-Durham (RDU),Atlanta (ATL),DL1387,277.79,1431.37
6099,2022-12-27 22:30:00,2022-12-27 23:49:00,Atlanta (ATL),Raleigh-Durham (RDU),DL1387,384.37,2549.94
6100,2022-12-27 14:00:00,2022-12-27 18:15:00,Los Angeles (LAX),Atlanta (ATL),DL672,375.82,1830.54
6101,2022-12-27 05:50:00,2022-12-27 07:57:00,Salt Lake City (SLC),Los Angeles (LAX),DL1049,644.26,1201.17
6102,2022-12-27 01:51:00,2022-12-27 03:15:00,Las Vegas (LAS),Salt Lake City (SLC),DL1264,254,2131.23
6103,2022-12-26 20:10:00,2022-12-26 00:41:00,Atlanta (ATL),Las Vegas (LAS),DL1160,505.84,2595.09
6104,2023-01-05 01:50:00,2023-01-05 05:44:00,Seattle (SEA),Austin (AUS),DL438,368.4,1878.4
6105,2023-01-04 21:36:00,2023-01-04 00:48:00,San Diego (SAN),Seattle (SEA),DL2904,482.22,1148.89
6106,2023-01-04 17:49:00,2023-01-04 20:36:00,Seattle (SEA),San Diego (SAN),DL2904,513.7,1241.39
6107,2023-01-04 12:00:00,2023-01-04 16:49:00,Austin (AUS),Seattle (SEA),DL988,444.62,2200.47
6108,2023-01-04 01:40:00,2023-01-04 05:10:00,Detroit (DTW),Austin (AUS),DL1586,341.92,2207.37
6109,2023-01-03 20:00:00,2023-01-03 00:15:00,Mexico City (MEX),Detroit (DTW),DL645,543.65,1319.72
6110,2023-01-03 13:53:00,2023-01-03 18:45:00,Detroit (DTW),Mexico City (MEX),DL646,605.04,2770.17
6111,2023-01-03 11:10:00,2023-01-03 12:33:00,Buffalo (BUF),Detroit (DTW),DL2719,428.42,2046.17
6112,2023-01-03 04:20:00,2023-01-03 05:34:00,Detroit (DTW),Buffalo (BUF),DL2043,261.68,1452.72
6113,2023-01-03 00:13:00,2023-01-03 03:04:00,Austin (AUS),Detroit (DTW),DL746,477.56,3162.6
6114,2023-01-02 20:20:00,2023-01-02 23:13:00,Minneapolis (MSP),Austin (AUS),DL2699,337.83,2632.42
6115,2023-01-02 17:00:00,2023-01-02 19:50:00,Washington (DCA),Minneapolis (MSP),DL2093,687.31,895.46
6116,2023-01-02 13:05:00,2023-01-02 15:33:00,Minneapolis (MSP),Washington (DCA),DL2093,481.94,3358.75
6117,2023-01-02 11:00:00,2023-01-02 12:04:00,Sioux Falls (FSD),Minneapolis (MSP),DL2549,486.77,2417.4
6118,2023-01-02 01:55:00,2023-01-02 04:40:00,Atlanta (ATL),Sioux Falls (FSD),DL1729,727.55,1631.61
6119,2022-12-31 17:45:00,2022-12-31 19:49:00,Miami (MIA),Atlanta (ATL),DL8819,455.51,1957.26
6120,2022-12-31 14:50:00,2022-12-31 16:44:00,Atlanta (ATL),Miami (MIA),DL8819,623.52,1321.61
6121,2022-12-31 11:00:00,2022-12-31 13:50:00,Windsor Locks (BDL),Atlanta (ATL),DL1599,511.68,3406.47
6122,2022-12-31 02:49:00,2022-12-31 04:59:00,Atlanta (ATL),Windsor Locks (BDL),DL2542,471.72,1854.2
6123,2022-12-30 23:13:00,2022-12-30 01:09:00,Houston (IAH),Atlanta (ATL),DL2727,594.02,1187.28
6124,2022-12-30 19:59:00,2022-12-30 22:13:00,Atlanta (ATL),Houston (IAH),DL2727,285.81,1081.59
6125,2022-12-30 16:57:00,2022-12-30 18:59:00,Key West (EYW),Atlanta (ATL),DL2698,258.33,2608.77
6126,2022-12-30 14:10:00,2022-12-30 15:57:00,Atlanta (ATL),Key West (EYW),DL2698,597.9,1905.32
6127,2022-12-30 10:58:00,2022-12-30 12:35:00,Melbourne (MLB),Atlanta (ATL),DL1196,418.27,2045.16
6128,2022-12-27 03:25:00,2022-12-27 04:54:00,Atlanta (ATL),Melbourne (MLB),DL1580,255.95,1796
6129,2022-12-26 23:13:00,2022-12-26 01:09:00,Houston (IAH),Atlanta (ATL),DL2727,442.27,984.81
6130,2023-01-04 00:17:00,2023-01-04 02:39:00,Philadelphia (PHL),Atlanta (ATL),DL1525,255.81,2725.06
6131,2023-01-03 21:20:00,2023-01-03 23:17:00,Atlanta (ATL),Philadelphia (PHL),DL1525,517.59,1303.01
6132,2023-01-03 17:02:00,2023-01-03 19:16:00,San Antonio (SAT),Atlanta (ATL),DL1686,363.5,2133.3
6133,2023-01-03 13:20:00,2023-01-03 16:02:00,Atlanta (ATL),San Antonio (SAT),DL1686,592.2,1439.02
6134,2023-01-03 11:00:00,2023-01-03 12:15:00,Gainesville (GNV),Atlanta (ATL),DL2678,370.23,1713.84
6135,2023-01-03 04:05:00,2023-01-03 05:11:00,Atlanta (ATL),Gainesville (GNV),DL1332,525.27,2625.14
6136,2023-01-03 00:51:00,2023-01-03 02:50:00,Houston (IAH),Atlanta (ATL),DL2180,282.4,1470.08
6137,2023-01-02 21:35:00,2023-01-02 23:50:00,Atlanta (ATL),Houston (IAH),DL2180,441.06,1583.77
6138,2023-01-02 17:02:00,2023-01-02 19:16:00,San Antonio (SAT),Atlanta (ATL),DL1686,541.82,3333.1
6139,2023-01-02 13:20:00,2023-01-02 16:02:00,Atlanta (ATL),San Antonio (SAT),DL1686,326.24,1586.76
6140,2023-01-02 11:21:00,2023-01-02 13:53:00,Rochester (ROC),Atlanta (ATL),DL2363,617.86,2221.4
6141,2023-01-02 02:50:00,2023-01-02 04:51:00,Atlanta (ATL),Rochester (ROC),DL2971,609.42,1913.28
6142,2023-01-01 23:45:00,2023-01-01 01:45:00,Chicago (MDW),Atlanta (ATL),DL2239,445.47,2222.93
6143,2023-01-01 20:52:00,2023-01-01 22:45:00,Atlanta (ATL),Chicago (MDW),DL2239,320.52,1033.66
6144,2023-01-01 16:29:00,2023-01-01 19:15:00,New York (LGA),Atlanta (ATL),DL2638,465.8,765.04
6145,2023-01-01 13:15:00,2023-01-01 15:24:00,Atlanta (ATL),New York (LGA),DL569,519.39,1349.23
6146,2023-01-01 11:00:00,2023-01-01 12:02:00,Knoxville (TYS),Atlanta (ATL),DL462,564.07,2384.62
6147,2023-01-01 02:05:00,2023-01-01 02:57:00,Atlanta (ATL),Knoxville (TYS),DL2459,716.36,2619.2
6148,2022-12-31 17:35:00,2022-12-31 19:34:00,Norfolk (ORF),Atlanta (ATL),DL1434,406.93,2267.84
6149,2022-12-31 15:00:00,2022-12-31 16:35:00,Atlanta (ATL),Norfolk (ORF),DL1434,713.34,955.83
6150,2022-12-31 11:00:00,2022-12-31 13:04:00,Washington (DCA),Atlanta (ATL),DL528,486.23,1103
6151,2022-12-31 02:05:00,2022-12-31 03:43:00,Atlanta (ATL),Washington (DCA),DL2598,599.53,752.81
6152,2022-12-30 20:55:00,2022-12-30 23:00:00,Austin (AUS),Atlanta (ATL),DL2350,678.63,827.89
6153,2022-12-30 17:27:00,2022-12-30 19:55:00,Atlanta (ATL),Austin (AUS),DL2350,727.14,1073.53
6154,2022-12-30 13:00:00,2022-12-30 15:42:00,New York (LGA),Atlanta (ATL),DL506,749.11,883.51
6155,2022-12-30 00:55:00,2022-12-30 03:34:00,Tampa (TPA),New York (LGA),DL1347,520.22,1542.48
6156,2022-12-29 20:29:00,2022-12-29 23:43:00,New York (LGA),Tampa (TPA),DL1347,740.07,2472.36
6157,2022-12-29 16:48:00,2022-12-29 19:24:00,Tampa (TPA),New York (LGA),DL2357,382.26,2359.69
6158,2022-12-29 12:10:00,2022-12-29 15:48:00,Boston (BOS),Tampa (TPA),DL1573,336.08,3065.81
6159,2022-12-28 21:55:00,2022-12-28 01:15:00,New Orleans (MSY),Boston (BOS),DL1090,595.2,1900.98
6160,2022-12-28 16:35:00,2022-12-28 20:42:00,Boston (BOS),New Orleans (MSY),DL1090,614.71,2979.46
6161,2022-12-28 12:25:00,2022-12-28 15:28:00,Tampa (TPA),Boston (BOS),DL1226,714.78,1285.25
6162,2022-12-27 23:10:00,2022-12-27 02:41:00,Boston (BOS),Tampa (TPA),DL1269,477.04,3296.45
6163,2022-12-27 19:00:00,2022-12-27 22:01:00,Tampa (TPA),Boston (BOS),DL2649,445.64,2812.87
6164,2022-12-27 12:30:00,2022-12-27 15:38:00,New York (LGA),Tampa (TPA),DL2072,562.69,3470.62
6165,2022-12-27 02:35:00,2022-12-27 04:45:00,Atlanta (ATL),New York (LGA),DL505,251.15,2976.93
6166,2022-12-26 21:56:00,2022-12-26 23:45:00,Pittsburgh (PIT),Atlanta (ATL),DL2508,380.56,888.75
6167,2023-01-04 16:00:00,2023-01-04 20:11:00,San Diego (SAN),Atlanta (ATL),DL1609,448.75,2541.2
6168,2023-01-04 01:25:00,2023-01-04 06:26:00,Detroit (DTW),San Diego (SAN),DL1747,590.07,1279.51
6169,2023-01-03 21:30:00,2023-01-03 23:55:00,Boston (BOS),Detroit (DTW),DL709,666.01,2370.73
6170,2023-01-03 16:59:00,2023-01-03 20:20:00,Fort Lauderdale (FLL),Boston (BOS),DL731,295.69,1311.59
6171,2023-01-03 12:05:00,2023-01-03 15:47:00,Boston (BOS),Fort Lauderdale (FLL),DL731,317.79,2105.75
6172,2023-01-03 00:59:00,2023-01-03 03:54:00,Orlando (MCO),Boston (BOS),DL1063,572.74,1300.77
6173,2023-01-02 20:55:00,2023-01-02 00:20:00,Boston (BOS),Orlando (MCO),DL1381,669.57,1753.51
6174,2023-01-02 16:37:00,2023-01-02 19:45:00,Miami (MIA),Boston (BOS),DL2911,335.18,2881.61
6175,2023-01-02 12:10:00,2023-01-02 15:27:00,Boston (BOS),Miami (MIA),DL2911,406.3,3059.56
6176,2023-01-02 03:25:00,2023-01-02 05:56:00,Atlanta (ATL),Boston (BOS),DL1452,458.82,2821.04
6177,2023-01-01 20:39:00,2023-01-01 23:45:00,Boston (BOS),Atlanta (ATL),DL365,556.34,3059.52
6178,2023-01-01 16:33:00,2023-01-01 19:29:00,Orlando (MCO),Boston (BOS),DL2248,743.47,2477.67
6179,2023-01-01 12:00:00,2023-01-01 15:23:00,Minneapolis (MSP),Orlando (MCO),DL2321,325.7,880.56
6180,2022-12-31 23:00:00,2022-12-31 02:07:00,Phoenix (PHX),Minneapolis (MSP),DL1154,648.42,1649.29
6181,2022-12-31 17:49:00,2022-12-31 21:14:00,Minneapolis (MSP),Phoenix (PHX),DL1154,427.44,3206.61
6182,2022-12-31 13:15:00,2022-12-31 16:19:00,Phoenix (PHX),Minneapolis (MSP),DL2431,556.22,1239.79
6183,2022-12-31 03:15:00,2022-12-31 06:44:00,Minneapolis (MSP),Phoenix (PHX),DL1449,325.46,2921.92
6184,2022-12-30 22:29:00,2022-12-30 02:05:00,Orlando (MCO),Minneapolis (MSP),DL2414,656.37,2935.37
6185,2022-12-30 17:27:00,2022-12-30 20:27:00,New York (JFK),Orlando (MCO),DL2872,722.57,1987.3
6186,2022-12-30 13:45:00,2022-12-30 16:16:00,Orlando (MCO),New York (JFK),DL2738,626.37,780.56
6187,2022-12-30 00:59:00,2022-12-30 04:35:00,Boston (BOS),Orlando (MCO),DL1473,475.99,2741.78
6188,2022-12-29 21:18:00,2022-12-29 23:49:00,Atlanta (ATL),Boston (BOS),DL1214,372.05,2999.38
6189,2022-12-29 16:45:00,2022-12-29 20:41:00,Las Vegas (LAS),Atlanta (ATL),DL2610,528.92,2274.07
6190,2022-12-29 11:15:00,2022-12-29 15:35:00,Cincinnati (CVG),Las Vegas (LAS),DL1042,748.31,755.7
6191,2022-12-29 06:24:00,2022-12-29 10:00:00,Las Vegas (LAS),Cincinnati (CVG),DL1180,334.34,1651.15
6192,2022-12-28 23:13:00,2022-12-28 03:47:00,Atlanta (ATL),Las Vegas (LAS),DL777,336.83,887.66
6193,2022-12-28 19:17:00,2022-12-28 22:03:00,Denver (DEN),Atlanta (ATL),DL2351,685.51,2338.7
6194,2022-12-28 14:40:00,2022-12-28 18:07:00,Atlanta (ATL),Denver (DEN),DL2351,722.46,2052.87
6195,2022-12-28 11:00:00,2022-12-28 12:49:00,West Palm Beach (PBI),Atlanta (ATL),DL2337,687.3,2409.65
6196,2022-12-28 04:00:00,2022-12-28 05:47:00,Atlanta (ATL),West Palm Beach (PBI),DL2133,268.28,2747.17
6197,2022-12-28 00:10:00,2022-12-28 02:49:00,Minneapolis (MSP),Atlanta (ATL),DL423,562.84,1340.21
6198,2022-12-27 19:28:00,2022-12-27 23:00:00,Tampa (TPA),Minneapolis (MSP),DL2155,378.71,3414.23
6199,2022-12-27 14:50:00,2022-12-27 18:18:00,Minneapolis (MSP),Tampa (TPA),DL2155,597.63,1200.2
6200,2022-12-27 11:00:00,2022-12-27 12:21:00,Fargo (FAR),Minneapolis (MSP),DL2707,298.38,3246.18
6201,2022-12-27 05:25:00,2022-12-27 06:38:00,Minneapolis (MSP),Fargo (FAR),DL1730,508.29,2498.24
6202,2022-12-27 00:51:00,2022-12-27 02:45:00,Indianapolis (IND),Minneapolis (MSP),DL2393,635.17,1128.68
6203,2023-01-02 23:57:00,2023-01-02 02:20:00,Rochester (ROC),Atlanta (ATL),DL2397,336.38,2740.48
6204,2023-01-02 20:57:00,2023-01-02 22:57:00,Atlanta (ATL),Rochester (ROC),DL2397,552.31,2519.58
6205,2023-01-02 17:56:00,2023-01-02 19:57:00,Baltimore (BWI),Atlanta (ATL),DL786,675.81,2152.85
6206,2023-01-02 15:10:00,2023-01-02 16:56:00,Atlanta (ATL),Baltimore (BWI),DL786,584.52,2759.66
6207,2023-01-02 11:44:00,2023-01-02 14:05:00,Cedar Rapids (CID),Atlanta (ATL),DL2639,312.1,3102.85
6208,2023-01-02 01:45:00,2023-01-02 03:54:00,Atlanta (ATL),Cedar Rapids (CID),DL2897,518.34,2248.01
6209,2023-01-01 22:00:00,2023-01-01 23:36:00,St. Louis (STL),Atlanta (ATL),DL702,358.3,1086.87
6210,2023-01-01 19:15:00,2023-01-01 20:59:00,Atlanta (ATL),St. Louis (STL),DL702,436.03,2650.69
6211,2023-01-01 16:54:00,2023-01-01 18:03:00,Nashville (BNA),Atlanta (ATL),DL1660,549.88,945.65
6212,2023-01-01 14:50:00,2023-01-01 15:54:00,Atlanta (ATL),Nashville (BNA),DL1660,337.84,2032.29
6213,2022-12-31 11:25:00,2022-12-31 14:05:00,Sioux Falls (FSD),Atlanta (ATL),DL1293,385.62,2220.6
6214,2022-12-31 05:15:00,2022-12-31 06:30:00,Minneapolis (MSP),Sioux Falls (FSD),DL998,560.49,1172.93
6215,2022-12-30 20:55:00,2022-12-30 01:17:00,Mexico City (MEX),Minneapolis (MSP),DL605,458.16,1785.69
6216,2022-12-30 14:57:00,2022-12-30 19:40:00,Minneapolis (MSP),Mexico City (MEX),DL611,646.91,1507.48
6217,2022-12-30 10:40:00,2022-12-30 13:36:00,Raleigh-Durham (RDU),Minneapolis (MSP),DL2109,679.92,3282.55
6218,2022-12-30 00:59:00,2022-12-30 02:43:00,Tampa (TPA),Raleigh-Durham (RDU),DL1134,634.58,2601.26
6219,2022-12-29 22:00:00,2022-12-29 23:53:00,Raleigh-Durham (RDU),Tampa (TPA),DL498,415.05,3136.42
6220,2022-12-29 17:00:00,2022-12-29 18:40:00,Orlando (MCO),Raleigh-Durham (RDU),DL2345,720.89,2940.59
6221,2022-12-29 14:56:00,2022-12-29 16:00:00,Miami (MIA),Orlando (MCO),DL2516,576.53,1497.74
6222,2022-12-29 12:20:00,2022-12-29 13:27:00,Orlando (MCO),Miami (MIA),DL1011,621.4,2802.89
6223,2022-12-29 00:20:00,2022-12-29 01:26:00,Miami (MIA),Orlando (MCO),DL2856,264.13,815.58
6224,2022-12-28 22:10:00,2022-12-28 23:15:00,Orlando (MCO),Miami (MIA),DL2882,434.66,3006.74
6225,2022-12-28 19:25:00,2022-12-28 21:10:00,Raleigh-Durham (RDU),Orlando (MCO),DL2415,307.99,883.22
6226,2022-12-28 16:45:00,2022-12-28 18:25:00,Tampa (TPA),Raleigh-Durham (RDU),DL2833,669.08,2199.07
6227,2022-12-28 12:35:00,2022-12-28 15:45:00,New York (JFK),Tampa (TPA),DL1385,363.5,2736.29
6228,2022-12-28 00:45:00,2022-12-28 03:30:00,Tampa (TPA),New York (JFK),DL1605,367.34,2115.38
6229,2022-12-27 20:26:00,2022-12-27 23:44:00,New York (JFK),Tampa (TPA),DL1605,699.2,1474.87
6230,2022-12-27 16:45:00,2022-12-27 19:26:00,Tampa (TPA),New York (JFK),DL1131,455.07,927.63
6231,2022-12-27 13:50:00,2022-12-27 15:45:00,Raleigh-Durham (RDU),Tampa (TPA),DL2818,260.12,3058.84
6232,2022-12-27 01:51:00,2022-12-27 04:25:00,Minneapolis (MSP),Raleigh-Durham (RDU),DL387,531.64,2736.8
6233,2022-12-27 01:45:00,2022-12-27 04:32:00,Minneapolis (MSP),New York (JFK),DL1629,535.75,3462.78
6234,2022-12-26 22:04:00,2022-12-26 00:36:00,Missoula (MSO),Minneapolis (MSP),DL401,586.14,2778.31
6235,2023-01-05 03:59:00,2023-01-05 05:44:00,Atlanta (ATL),St. Louis (STL),DL1140,748.98,2796.97
6236,2023-01-05 00:37:00,2023-01-05 02:50:00,San Antonio (SAT),Atlanta (ATL),DL536,413.26,1192.03
6237,2023-01-04 21:00:00,2023-01-04 23:37:00,Atlanta (ATL),San Antonio (SAT),DL536,672.21,780.38
6238,2023-01-04 16:29:00,2023-01-04 19:15:00,New York (LGA),Atlanta (ATL),DL2177,415.6,967.41
6239,2023-01-04 13:15:00,2023-01-04 15:24:00,Atlanta (ATL),New York (LGA),DL569,406.73,1243.31
6240,2023-01-04 00:51:00,2023-01-04 02:50:00,Houston (IAH),Atlanta (ATL),DL2180,335.19,3164.48
6241,2023-01-03 21:35:00,2023-01-03 23:50:00,Atlanta (ATL),Houston (IAH),DL2180,700.12,2902.84
6242,2023-01-03 18:05:00,2023-01-03 20:02:00,Washington (DCA),Atlanta (ATL),DL306,388.41,3198.74
6243,2023-01-03 15:22:00,2023-01-03 17:03:00,Atlanta (ATL),Washington (DCA),DL306,290.81,2509.61
6244,2023-01-03 11:59:00,2023-01-03 14:05:00,Washington (DCA),Atlanta (ATL),DL457,295.03,1606.98
6245,2023-01-03 02:29:00,2023-01-03 03:59:00,Detroit (DTW),Washington (DCA),DL2989,304.65,3221.82
6246,2023-01-02 22:00:00,2023-01-02 00:06:00,New York (LGA),Detroit (DTW),DL1150,716.93,3033.02
6247,2023-01-02 18:55:00,2023-01-02 20:48:00,Detroit (DTW),New York (LGA),DL2827,634.95,804.15
6248,2023-01-02 11:05:00,2023-01-02 12:47:00,Washington (DCA),Detroit (DTW),DL2885,598.72,2747.43
6249,2023-01-01 16:20:00,2023-01-01 17:55:00,Atlanta (ATL),Washington (DCA),DL418,692.51,1389.69
6250,2023-01-01 11:59:00,2023-01-01 14:05:00,Washington (DCA),Atlanta (ATL),DL457,451.08,2356.28
6251,2023-01-01 03:20:00,2023-01-01 04:56:00,Atlanta (ATL),Washington (DCA),DL537,423.57,1754.69
6252,2022-12-31 23:00:00,2022-12-31 00:40:00,Baton Rouge (BTR),Atlanta (ATL),DL8912,749.11,2182.5
6253,2022-12-31 21:00:00,2022-12-31 22:25:00,Nashville (BNA),Baton Rouge (BTR),DL8912,406.27,1546.79
6254,2022-12-31 18:00:00,2022-12-31 19:00:00,Atlanta (ATL),Nashville (BNA),DL8912,504.27,2107.48
6255,2022-12-31 11:09:00,2022-12-31 14:05:00,Providence (PVD),Atlanta (ATL),DL2716,649.7,2088.87
6256,2022-12-31 02:37:00,2022-12-31 04:59:00,Atlanta (ATL),Providence (PVD),DL1191,317.98,1325.45
6257,2022-12-30 22:02:00,2022-12-30 23:57:00,Kansas City (MCI),Atlanta (ATL),DL345,543.51,3009.33
6258,2022-12-30 18:53:00,2022-12-30 21:02:00,Atlanta (ATL),Kansas City (MCI),DL345,445.65,3131.68
6259,2022-12-30 15:53:00,2022-12-30 17:25:00,Cincinnati (CVG),Atlanta (ATL),DL2585,366.43,2390.31
6260,2022-12-30 13:27:00,2022-12-30 14:52:00,Atlanta (ATL),Cincinnati (CVG),DL2585,719.63,2536.8
6261,2022-12-29 20:55:00,2022-12-29 23:00:00,Austin (AUS),Atlanta (ATL),DL2350,422.02,3175.76
6262,2022-12-29 17:27:00,2022-12-29 19:55:00,Atlanta (ATL),Austin (AUS),DL2350,582.72,1342.06
6263,2022-12-29 15:00:00,2022-12-29 16:58:00,Washington (DCA),Atlanta (ATL),DL395,597.49,1004.17
6264,2022-12-29 12:18:00,2022-12-29 14:00:00,Atlanta (ATL),Washington (DCA),DL395,639.28,2636.25
6265,2022-12-29 00:51:00,2022-12-29 02:50:00,Houston (IAH),Atlanta (ATL),DL2180,572.73,2652.64
6266,2022-12-28 21:35:00,2022-12-28 23:50:00,Atlanta (ATL),Houston (IAH),DL2180,681.12,2664.79
6267,2022-12-28 18:23:00,2022-12-28 19:53:00,Raleigh-Durham (RDU),Atlanta (ATL),DL1574,346.68,2107.62
6268,2022-12-28 16:00:00,2022-12-28 17:23:00,Atlanta (ATL),Raleigh-Durham (RDU),DL1574,670.4,1241.53
6269,2022-12-28 11:30:00,2022-12-28 13:08:00,St. Louis (STL),Atlanta (ATL),DL1129,693.8,956.39
6270,2022-12-28 03:59:00,2022-12-28 05:44:00,Atlanta (ATL),St. Louis (STL),DL1140,405.89,2660.9
6271,2022-12-28 00:52:00,2022-12-28 02:50:00,Grand Rapids (GRR),Atlanta (ATL),DL2463,346.9,1961.98
6272,2022-12-27 22:00:00,2022-12-27 23:52:00,Atlanta (ATL),Grand Rapids (GRR),DL2463,478.99,3242.45
6273,2022-12-27 18:58:00,2022-12-27 20:55:00,Cleveland (CLE),Atlanta (ATL),DL1638,498.57,1746.62
6274,2022-12-27 16:13:00,2022-12-27 17:58:00,Atlanta (ATL),Cleveland (CLE),DL1638,634.63,828.86
6275,2022-12-27 13:00:00,2022-12-27 15:42:00,New York (LGA),Atlanta (ATL),DL506,577.25,3434.99
6276,2022-12-27 00:55:00,2022-12-27 03:34:00,Tampa (TPA),New York (LGA),DL1347,513.06,2476.47
6277,2022-12-26 20:29:00,2022-12-26 23:43:00,New York (LGA),Tampa (TPA),DL1347,530.53,1789.24
6278,2023-01-04 19:10:00,2023-01-04 22:25:00,Minneapolis (MSP),Orlando (MCO),DL1169,569.75,2296.08
6279,2023-01-04 15:15:00,2023-01-04 18:00:00,Atlanta (ATL),Minneapolis (MSP),DL2262,597.91,829.3
6280,2023-01-04 12:05:00,2023-01-04 14:04:00,Pittsburgh (PIT),Atlanta (ATL),DL1701,483.36,1731.3
6281,2023-01-04 02:00:00,2023-01-04 03:35:00,Atlanta (ATL),Pittsburgh (PIT),DL2408,354.67,2195.91
