Id_delta	depart_date_time	arrive_date_time	depart_airport	arrive_airport	flight_number	flight_cost_coach	flight_cost_business	flight_cost_first
6829	2023-01-03 23:47:00	2023-01-03 02:43:00	Providence (PVD)	Atlanta (ATL)	DL2026	393.97	1984.71	8783.29
6830	2023-01-03 20:26:00	2023-01-03 22:47:00	Atlanta (ATL)	Providence (PVD)	DL2026	567.97	919.96	3077.36
6831	2023-01-03 17:12:00	2023-01-03 19:05:00	Milwaukee (MKE)	Atlanta (ATL)	DL945	277.8	2835.49	5302.31
6832	2023-01-03 14:09:00	2023-01-03 16:12:00	Atlanta (ATL)	Milwaukee (MKE)	DL945	405.89	3333.11	6506.91
6833	2023-01-03 11:00:00	2023-01-03 13:04:00	Washington (DCA)	Atlanta (ATL)	DL528	644.26	1549.8	8017.96
6834	2023-01-03 03:20:00	2023-01-03 04:56:00	Atlanta (ATL)	Washington (DCA)	DL537	577.23	3048.64	9155.8
6835	2023-01-02 23:59:00	2023-01-02 02:06:00	Washington (DCA)	Atlanta (ATL)	DL2206	640.92	2118.49	7340.84
6836	2023-01-02 21:20:00	2023-01-02 22:59:00	Atlanta (ATL)	Washington (DCA)	DL2206	264.13	1665.86	5407.26
6837	2023-01-02 18:05:00	2023-01-02 20:02:00	Washington (DCA)	Atlanta (ATL)	DL306	458.9	1535.27	7568.41
6838	2023-01-02 15:22:00	2023-01-02 17:03:00	Atlanta (ATL)	Washington (DCA)	DL306	504.56	2284.4	3538.94
6839	2023-01-02 12:00:00	2023-01-02 14:03:00	Oklahoma City (OKC)	Atlanta (ATL)	DL2068	252.63	2014.39	3247.63
6840	2023-01-02 01:45:00	2023-01-02 04:09:00	Atlanta (ATL)	Oklahoma City (OKC)	DL2936	671.54	2955.98	3654.08
6841	2023-01-01 17:20:00	2023-01-01 19:17:00	Washington (DCA)	Atlanta (ATL)	DL306	371.11	3412.7	5998.55
6842	2023-01-01 13:40:00	2023-01-01 15:19:00	Atlanta (ATL)	Washington (DCA)	DL306	683.02	815.56	5532.7
6843	2023-01-01 11:00:00	2023-01-01 12:15:00	Gainesville (GNV)	Atlanta (ATL)	DL2678	373.56	1241.51	5486.68
6844	2023-01-01 04:05:00	2023-01-01 05:11:00	Atlanta (ATL)	Gainesville (GNV)	DL1332	566.89	2794.31	8300.49
6845	2022-12-31 16:30:00	2022-12-31 18:45:00	Atlanta (ATL)	Dallas (DFW)	DL9964	383.74	1797.44	7895.57
6846	2022-12-30 23:47:00	2022-12-30 02:43:00	Providence (PVD)	Atlanta (ATL)	DL2026	455.06	860.94	9319.7
6847	2022-12-30 20:26:00	2022-12-30 22:47:00	Atlanta (ATL)	Providence (PVD)	DL2026	655.45	1439.07	7922.7
6848	2022-12-30 17:19:00	2022-12-30 19:16:00	Houston (IAH)	Atlanta (ATL)	DL1454	426.6	837.44	7385.24
6849	2022-12-30 14:00:00	2022-12-30 16:19:00	Atlanta (ATL)	Houston (IAH)	DL1454	451.07	2221.36	4465.88
6850	2022-12-30 11:00:00	2022-12-30 13:04:00	Washington (DCA)	Atlanta (ATL)	DL528	695.61	857.8	3943.92
6851	2022-12-30 02:09:00	2022-12-30 04:38:00	Minneapolis (MSP)	Washington (DCA)	DL2884	743.24	2450.44	6126.32
6852	2022-12-28 21:10:00	2022-12-28 01:10:00	San Jose del Cabo (SJD)	Minneapolis (MSP)	DL1819	666.77	2039.47	6655.05
6853	2022-12-28 15:31:00	2022-12-28 20:05:00	Minneapolis (MSP)	San Jose del Cabo (SJD)	DL1924	514.45	1257.99	6849.61
6854	2022-12-28 12:19:00	2022-12-28 14:05:00	Chicago (ORD)	Minneapolis (MSP)	DL2797	301.11	1746.71	3795.32
6855	2022-12-28 00:45:00	2022-12-28 03:53:00	Salt Lake City (SLC)	Chicago (ORD)	DL2994	352.83	2746.25	4326.4
6856	2022-12-27 21:30:00	2022-12-27 23:12:00	Sacramento (SMF)	Salt Lake City (SLC)	DL1432	398.09	3151.3	8555.9
6857	2022-12-27 18:41:00	2022-12-27 20:30:00	Salt Lake City (SLC)	Sacramento (SMF)	DL1432	269.9	1731.27	9681.79
6858	2022-12-27 13:00:00	2022-12-27 14:29:00	Bozeman (BZN)	Salt Lake City (SLC)	DL2686	643.92	2289.96	7525.89
6859	2022-12-27 05:50:00	2022-12-27 07:23:00	Salt Lake City (SLC)	Bozeman (BZN)	DL1186	373.56	3117.38	9465.43
6860	2022-12-27 03:00:00	2022-12-27 04:44:00	Phoenix (PHX)	Salt Lake City (SLC)	DL905	724.85	1535.21	4308.06
6861	2022-12-27 00:16:00	2022-12-27 02:00:00	Salt Lake City (SLC)	Phoenix (PHX)	DL905	355.47	1825.81	6967.12
6862	2023-01-05 01:18:00	2023-01-05 04:20:00	Phoenix (PHX)	Minneapolis (MSP)	DL1412	534.78	3026.76	4076.17
6863	2023-01-04 20:44:00	2023-01-04 00:08:00	Minneapolis (MSP)	Phoenix (PHX)	DL1412	564.97	2218.33	9635.82
6864	2023-01-04 16:03:00	2023-01-04 19:34:00	Orlando (MCO)	Minneapolis (MSP)	DL1739	287.63	2039.42	6254.84
6865	2023-01-04 12:05:00	2023-01-04 14:53:00	New York (LGA)	Orlando (MCO)	DL2375	643.5	2509.55	9606
6866	2023-01-04 01:30:00	2023-01-04 03:42:00	Atlanta (ATL)	New York (LGA)	DL2411	639.28	2176.25	8026.06
6867	2023-01-03 20:39:00	2023-01-03 23:45:00	Boston (BOS)	Atlanta (ATL)	DL365	733.27	3450.37	9461.75
6868	2023-01-03 16:33:00	2023-01-03 19:29:00	Orlando (MCO)	Boston (BOS)	DL2248	667.4	1586.75	9497.33
6869	2023-01-03 12:00:00	2023-01-03 15:23:00	Minneapolis (MSP)	Orlando (MCO)	DL2321	615.27	1713.63	4622.35
6870	2023-01-03 03:45:00	2023-01-03 06:27:00	Salt Lake City (SLC)	Minneapolis (MSP)	DL1073	279.05	2619.15	8120.66
6871	2023-01-02 23:05:00	2023-01-02 02:13:00	San Jose del Cabo (SJD)	Salt Lake City (SLC)	DL1951	568.81	856.77	6903.68
6872	2023-01-02 18:38:00	2023-01-02 22:00:00	Salt Lake City (SLC)	San Jose del Cabo (SJD)	DL1952	600.11	3284.47	3029.65
6873	2023-01-02 12:00:00	2023-01-02 17:06:00	Tampa (TPA)	Salt Lake City (SLC)	DL956	592.63	1004.19	6360.12
6874	2023-01-02 00:55:00	2023-01-02 05:02:00	Salt Lake City (SLC)	Tampa (TPA)	DL1050	317.6	2071.13	3082.82
6875	2023-01-01 20:45:00	2023-01-01 23:45:00	Minneapolis (MSP)	Salt Lake City (SLC)	DL993	343.8	1022.7	5662.06
6876	2023-01-01 15:15:00	2023-01-01 18:00:00	Atlanta (ATL)	Minneapolis (MSP)	DL2262	506.13	1203.35	8830.61
6877	2023-01-01 11:45:00	2023-01-01 14:00:00	San Antonio (SAT)	Atlanta (ATL)	DL2115	297.37	3284.45	9887.35
6878	2023-01-01 03:45:00	2023-01-01 06:26:00	Atlanta (ATL)	San Antonio (SAT)	DL1521	481.94	3323.14	3119.95
6879	2022-12-31 22:25:00	2022-12-31 02:35:00	San Diego (SAN)	Atlanta (ATL)	DL407	317.61	1048.12	3790.88
6880	2022-12-31 16:10:00	2022-12-31 21:06:00	Atlanta (ATL)	San Diego (SAN)	DL407	254.31	1022.73	9326.36
6881	2022-12-31 12:15:00	2022-12-31 14:16:00	Cleveland (CLE)	Atlanta (ATL)	DL2218	595.44	1790.12	4603.38
6882	2022-12-31 00:59:00	2022-12-31 02:44:00	Atlanta (ATL)	Cleveland (CLE)	DL343	552.5	2812.87	5355.46
6883	2022-12-30 21:44:00	2022-12-30 23:49:00	Dallas (DFW)	Atlanta (ATL)	DL1273	592.2	2976.91	7765.87
6884	2022-12-30 18:09:00	2022-12-30 20:34:00	Atlanta (ATL)	Dallas (DFW)	DL1273	477.64	1239.81	8665.82
6885	2022-12-30 14:00:00	2022-12-30 16:59:00	Denver (DEN)	Atlanta (ATL)	DL2486	304.26	792.93	6059.26
6886	2022-12-30 03:39:00	2022-12-30 07:03:00	Atlanta (ATL)	Denver (DEN)	DL711	747.42	1212.51	5943.27
6887	2022-12-29 22:02:00	2022-12-29 23:59:00	West Palm Beach (PBI)	Atlanta (ATL)	DL2417	396.37	899.11	6683.69
6888	2022-12-29 19:09:00	2022-12-29 20:52:00	Atlanta (ATL)	West Palm Beach (PBI)	DL2417	658.53	3468.63	7961.89
6889	2022-12-29 15:00:00	2022-12-29 18:02:00	Denver (DEN)	Atlanta (ATL)	DL1284	696.32	2917.81	6041.24
6890	2022-12-28 23:40:00	2022-12-28 03:05:00	Atlanta (ATL)	Denver (DEN)	DL2249	684.77	2955.91	7693.63
6891	2022-12-28 18:49:00	2022-12-28 20:56:00	Austin (AUS)	Atlanta (ATL)	DL1168	749.98	1564.97	4416.5
6892	2022-12-28 15:05:00	2022-12-28 17:39:00	Atlanta (ATL)	Austin (AUS)	DL1168	667.4	1630.02	9837.65
6893	2022-12-28 12:00:00	2022-12-28 13:52:00	West Palm Beach (PBI)	Atlanta (ATL)	DL1267	551.45	3343.93	6719.61
6894	2022-12-28 00:30:00	2022-12-28 02:13:00	Atlanta (ATL)	West Palm Beach (PBI)	DL1104	664.22	2664.78	3231.09
6895	2022-12-27 19:05:00	2022-12-27 22:57:00	Las Vegas (LAS)	Atlanta (ATL)	DL419	618.91	1855.65	5441.98
6896	2022-12-27 13:20:00	2022-12-27 17:54:00	Atlanta (ATL)	Las Vegas (LAS)	DL419	326.16	1504.4	7507.39
6897	2022-12-27 07:59:00	2022-12-27 11:27:00	Phoenix (PHX)	Atlanta (ATL)	DL940	637.95	2293.11	9319.49
6898	2022-12-27 06:35:00	2022-12-27 10:32:00	Ontario (ONT)	Atlanta (ATL)	DL533	395.27	1906.84	4221.98
6899	2022-12-27 02:25:00	2022-12-27 06:40:00	Atlanta (ATL)	Phoenix (PHX)	DL1506	530.77	1893.02	8991.48
6900	2023-01-05 02:35:00	2023-01-05 04:45:00	Atlanta (ATL)	New York (LGA)	DL505	315.18	792.93	3376.34
6901	2023-01-04 23:00:00	2023-01-04 01:02:00	Baltimore (BWI)	Atlanta (ATL)	DL2050	622.7	944.98	6364.2
6902	2023-01-04 20:10:00	2023-01-04 21:54:00	Atlanta (ATL)	Baltimore (BWI)	DL2050	272.59	866.58	6268.88
6903	2023-01-04 16:52:00	2023-01-04 18:59:00	Austin (AUS)	Atlanta (ATL)	DL2725	519.39	2209.9	6557.83
6904	2023-01-04 13:20:00	2023-01-04 15:52:00	Atlanta (ATL)	Austin (AUS)	DL2725	337.9	3169.87	4080.5
6905	2023-01-03 17:11:00	2023-01-03 18:27:00	Savannah (SAV)	Atlanta (ATL)	DL2743	722.32	1753.5	5068.69
6906	2023-01-03 15:05:00	2023-01-03 16:11:00	Atlanta (ATL)	Savannah (SAV)	DL2743	315.18	2012.63	5965.96
6907	2023-01-03 12:02:00	2023-01-03 14:00:00	Houston (HOU)	Atlanta (ATL)	DL2808	683.55	3059.54	9836.24
6908	2023-01-03 01:57:00	2023-01-03 04:10:00	Atlanta (ATL)	Houston (HOU)	DL2201	554.49	1962.5	5217.39
6909	2023-01-02 11:00:00	2023-01-02 13:04:00	Washington (DCA)	Atlanta (ATL)	DL528	733.83	982.2	3574.71
6910	2023-01-02 02:29:00	2023-01-02 03:59:00	Detroit (DTW)	Washington (DCA)	DL2989	741.64	1307.1	3927.77
6911	2023-01-01 22:00:00	2023-01-01 00:06:00	New York (LGA)	Detroit (DTW)	DL1150	364.2	2454.97	5167.6
6912	2023-01-01 18:45:00	2023-01-01 20:55:00	Atlanta (ATL)	New York (LGA)	DL431	447.58	2338.72	4987.64
6913	2023-01-01 15:53:00	2023-01-01 17:25:00	Cincinnati (CVG)	Atlanta (ATL)	DL2585	367.49	2454.93	4479.84
6914	2023-01-01 13:27:00	2023-01-01 14:52:00	Atlanta (ATL)	Cincinnati (CVG)	DL2585	367.44	1878.4	5182.25
6915	2023-01-01 10:40:00	2023-01-01 12:22:00	Indianapolis (IND)	Atlanta (ATL)	DL1560	273.18	1014.6	4752.93
6916	2023-01-01 03:55:00	2023-01-01 05:29:00	Atlanta (ATL)	Indianapolis (IND)	DL1316	439.05	1785.67	7404.15
6917	2022-12-31 23:47:00	2022-12-31 02:43:00	Providence (PVD)	Atlanta (ATL)	DL2026	555	2122.01	6516.7
6918	2022-12-31 20:26:00	2022-12-31 22:47:00	Atlanta (ATL)	Providence (PVD)	DL2026	604.71	1172.93	7291.46
6919	2022-12-31 16:22:00	2022-12-31 17:50:00	Daytona Beach (DAB)	Atlanta (ATL)	DL2939	316.61	3057.42	7231.63
6920	2022-12-31 14:05:00	2022-12-31 15:22:00	Atlanta (ATL)	Daytona Beach (DAB)	DL2939	333.29	1291.85	6179.81
6921	2022-12-30 22:00:00	2022-12-30 23:33:00	Raleigh-Durham (RDU)	Atlanta (ATL)	DL2600	586.31	2356.12	8193.77
6922	2022-12-30 19:40:00	2022-12-30 20:58:00	Atlanta (ATL)	Raleigh-Durham (RDU)	DL2600	418.95	1359.83	3310.56
6923	2022-12-30 17:15:00	2022-12-30 18:34:00	Charleston (CHS)	Atlanta (ATL)	DL2642	633.52	2901.22	7284.62
6924	2022-12-30 15:05:00	2022-12-30 16:15:00	Atlanta (ATL)	Charleston (CHS)	DL2642	513.7	3032.8	9723.49
6925	2022-12-30 12:02:00	2022-12-30 14:00:00	Houston (HOU)	Atlanta (ATL)	DL2808	326.82	2796.95	8805.31
6926	2022-12-30 02:12:00	2022-12-30 04:36:00	Atlanta (ATL)	Houston (HOU)	DL2201	408.9	1319.74	5280.74
6927	2022-12-30 01:57:00	2022-12-30 07:36:00	Austin (AUS)	Houston (HOU)	DL2201	436.06	2656.52	6227.15
6928	2022-12-29 19:40:00	2022-12-29 22:19:00	New York (LGA)	Atlanta (ATL)	DL478	258.33	1300.62	9259.92
6929	2022-12-29 16:20:00	2022-12-29 18:29:00	Atlanta (ATL)	New York (LGA)	DL468	606.7	1943.62	7423.21
6930	2022-12-29 13:00:00	2022-12-29 15:03:00	Washington (DCA)	Atlanta (ATL)	DL1522	487.08	2652.67	4739.01
6931	2022-12-29 02:29:00	2022-12-29 03:59:00	Detroit (DTW)	Washington (DCA)	DL2989	379.6	2777.92	4708.55
6932	2022-12-29 00:39:00	2022-12-29 03:09:00	New Orleans (MSY)	Detroit (DTW)	DL1135	654.88	2901.27	3208.25
6933	2022-12-28 20:50:00	2022-12-28 23:39:00	Detroit (DTW)	New Orleans (MSY)	DL1135	302.76	3231.19	7528.3
6934	2022-12-28 16:38:00	2022-12-28 18:38:00	Myrtle Beach (MYR)	Detroit (DTW)	DL1584	666	1098.9	9939.03
6935	2022-12-28 13:30:00	2022-12-28 15:38:00	Detroit (DTW)	Myrtle Beach (MYR)	DL1584	382.25	3136.44	4835.13
6936	2022-12-28 00:39:00	2022-12-28 03:09:00	New Orleans (MSY)	Detroit (DTW)	DL1135	302.24	1105.44	5298.59
6937	2022-12-27 20:50:00	2022-12-27 23:39:00	Detroit (DTW)	New Orleans (MSY)	DL1135	595.21	1839.3	4905.37
6938	2022-12-27 17:14:00	2022-12-27 19:36:00	Jacksonville (JAX)	Detroit (DTW)	DL2467	337.9	2142.89	5968.34
6939	2022-12-27 13:52:00	2022-12-27 16:14:00	Detroit (DTW)	Jacksonville (JAX)	DL2467	457.29	1284.14	8124.21
6940	2022-12-27 11:05:00	2022-12-27 12:47:00	Washington (DCA)	Detroit (DTW)	DL2885	296.66	2296.07	6179.16
6941	2022-12-27 02:05:00	2022-12-27 03:43:00	Atlanta (ATL)	Washington (DCA)	DL2598	614.71	1474.91	9458.22
6942	2023-01-05 03:15:00	2023-01-05 07:19:00	Minneapolis (MSP)	Los Angeles (LAX)	DL1632	371.66	968.63	6756.22
6943	2023-01-04 17:15:00	2023-01-04 19:54:00	Atlanta (ATL)	Minneapolis (MSP)	DL838	448.12	3231.11	4753.73
6944	2023-01-04 12:45:00	2023-01-04 15:49:00	Denver (DEN)	Atlanta (ATL)	DL1001	554.47	3405.4	3951.67
6945	2023-01-04 03:55:00	2023-01-04 06:11:00	Minneapolis (MSP)	Denver (DEN)	DL2761	314.93	2893.86	6316.19
6946	2023-01-03 23:10:00	2023-01-03 02:42:00	Tampa (TPA)	Minneapolis (MSP)	DL2183	527.54	1463.09	8037.22
6947	2023-01-03 18:45:00	2023-01-03 22:00:00	Minneapolis (MSP)	Tampa (TPA)	DL2183	320.52	1596.72	4881.89
6948	2023-01-03 14:25:00	2023-01-03 17:30:00	Las Vegas (LAS)	Minneapolis (MSP)	DL767	398.12	1054.01	5174.82
6949	2023-01-03 03:40:00	2023-01-03 07:19:00	Minneapolis (MSP)	Las Vegas (LAS)	DL927	700.59	1291.43	6591.54
6950	2023-01-02 22:59:00	2023-01-02 02:30:00	Boston (BOS)	Minneapolis (MSP)	DL690	741.65	1912.26	8781.01
6951	2023-01-02 19:00:00	2023-01-02 21:49:00	Minneapolis (MSP)	Boston (BOS)	DL813	653.73	2536.63	6976.27
6952	2023-01-02 15:05:00	2023-01-02 17:50:00	Salt Lake City (SLC)	Minneapolis (MSP)	DL873	411.94	1548.99	9004.16
6953	2023-01-02 01:45:00	2023-01-02 06:00:00	Atlanta (ATL)	Salt Lake City (SLC)	DL1323	731.33	2054.62	9208.47
6954	2023-01-01 19:55:00	2023-01-01 22:38:00	Cancun (CUN)	Atlanta (ATL)	DL597	597.63	2406.96	5568.11
6955	2023-01-01 16:14:00	2023-01-01 18:55:00	Atlanta (ATL)	Cancun (CUN)	DL598	741.26	1152.53	8206.13
6956	2023-01-01 12:00:00	2023-01-01 14:05:00	Dallas (DFW)	Atlanta (ATL)	DL1647	371.44	2222.93	3941.34
6957	2023-01-01 03:30:00	2023-01-01 05:58:00	Atlanta (ATL)	Dallas (DFW)	DL1002	260.66	2854.22	4139.99
6958	2022-12-31 22:59:00	2022-12-31 02:00:00	Montego Bay (MBJ)	Atlanta (ATL)	DL1987	514.79	3425.9	3926.21
6959	2022-12-31 18:45:00	2022-12-31 21:29:00	Atlanta (ATL)	Montego Bay (MBJ)	DL1949	430.86	1983.99	3183.37
6960	2022-12-31 14:00:00	2022-12-31 16:59:00	Denver (DEN)	Atlanta (ATL)	DL2486	460.68	1676.31	9100.77
6961	2022-12-30 23:40:00	2022-12-30 03:05:00	Atlanta (ATL)	Denver (DEN)	DL2249	745.77	1322.67	9275.22
6962	2022-12-30 19:07:00	2022-12-30 22:10:00	Montego Bay (MBJ)	Atlanta (ATL)	DL1928	486.23	780.38	6070.88
6963	2022-12-30 14:45:00	2022-12-30 17:37:00	Atlanta (ATL)	Montego Bay (MBJ)	DL1997	675.21	1548.26	4711.01
6964	2022-12-30 08:34:00	2022-12-30 12:50:00	Los Angeles (LAX)	Atlanta (ATL)	DL2979	314.59	1878.4	7283.93
6965	2022-12-30 03:15:00	2022-12-30 07:19:00	Minneapolis (MSP)	Los Angeles (LAX)	DL1632	472.38	1976.18	6125.61
6966	2022-12-29 21:39:00	2022-12-29 01:15:00	San Diego (SAN)	Minneapolis (MSP)	DL1279	604.27	1073.56	4174.67
6967	2022-12-29 15:30:00	2022-12-29 20:24:00	Atlanta (ATL)	San Diego (SAN)	DL407	390.55	3375.69	3733.5
6968	2022-12-29 12:00:00	2022-12-29 14:05:00	Dallas (DFW)	Atlanta (ATL)	DL1647	707.67	3009.38	7048.3
6969	2022-12-29 03:30:00	2022-12-29 05:58:00	Atlanta (ATL)	Dallas (DFW)	DL1002	718.75	3207.07	3091.46
6970	2022-12-28 22:59:00	2022-12-28 02:00:00	Montego Bay (MBJ)	Atlanta (ATL)	DL1987	669.07	1472.21	8776.27
6971	2022-12-28 18:45:00	2022-12-28 21:29:00	Atlanta (ATL)	Montego Bay (MBJ)	DL1949	678.63	1838.8	7792
6972	2022-12-28 13:25:00	2022-12-28 17:11:00	Salt Lake City (SLC)	Atlanta (ATL)	DL398	309.97	1221.17	3854.25
6973	2022-12-28 00:10:00	2022-12-28 03:14:00	Minneapolis (MSP)	Salt Lake City (SLC)	DL1722	316.61	2912.59	3231.72
6974	2022-12-27 19:51:00	2022-12-27 23:00:00	Las Vegas (LAS)	Minneapolis (MSP)	DL436	602.79	1808.39	4223.24
6975	2022-12-27 15:00:00	2022-12-27 18:41:00	Minneapolis (MSP)	Las Vegas (LAS)	DL436	332.2	2039	4069.35
6976	2022-12-27 11:43:00	2022-12-27 13:50:00	Detroit (DTW)	Minneapolis (MSP)	DL2925	565.4	2529.55	9264.4
6977	2022-12-27 07:55:00	2022-12-27 10:39:00	Denver (DEN)	Detroit (DTW)	DL1040	520.23	2026.21	3364.63
6978	2022-12-27 01:55:00	2022-12-27 05:16:00	Atlanta (ATL)	Denver (DEN)	DL1474	272.07	1382.26	3208.74
6979	2023-01-05 04:03:00	2023-01-05 05:35:00	Detroit (DTW)	Baltimore (BWI)	DL2212	455.51	1127.13	7246.05
6980	2023-01-04 23:52:00	2023-01-04 01:41:00	Washington (DCA)	Detroit (DTW)	DL2995	567.96	1322.63	8348.14
6981	2023-01-04 21:15:00	2023-01-04 22:48:00	Detroit (DTW)	Washington (DCA)	DL2995	710.96	881.56	6736.84
6982	2023-01-04 17:43:00	2023-01-04 20:15:00	New Orleans (MSY)	Detroit (DTW)	DL2082	329.71	2100.61	8566.2
6983	2023-01-04 13:48:00	2023-01-04 16:43:00	Detroit (DTW)	New Orleans (MSY)	DL2082	491.05	2531.39	7481.48
6984	2023-01-04 10:15:00	2023-01-04 12:48:00	Portland (PWM)	Detroit (DTW)	DL1333	471.71	1376.35	9307.82
6985	2023-01-04 02:35:00	2023-01-04 04:25:00	Detroit (DTW)	Portland (PWM)	DL2349	458.9	2141.62	9423.84
6986	2023-01-03 19:15:00	2023-01-03 22:06:00	Austin (AUS)	Detroit (DTW)	DL1121	500.66	3406.7	9589.23
6987	2023-01-03 15:13:00	2023-01-03 18:15:00	Minneapolis (MSP)	Austin (AUS)	DL2439	333.28	2745.21	7966.06
6988	2023-01-03 11:10:00	2023-01-03 14:04:00	Charlotte (CLT)	Minneapolis (MSP)	DL1207	570.6	3054.39	8787.11
6989	2023-01-03 01:55:00	2023-01-03 04:23:00	Minneapolis (MSP)	Charlotte (CLT)	DL2356	606.7	1726.14	6621.77
6990	2023-01-02 21:01:00	2023-01-02 00:31:00	Vancouver (YVR)	Minneapolis (MSP)	DL483	689.05	2858.68	3785.43
6991	2023-01-02 16:00:00	2023-01-02 20:01:00	Minneapolis (MSP)	Vancouver (YVR)	DL483	461.2	1235.47	9230.09
6992	2023-01-02 12:00:00	2023-01-02 14:16:00	Nashville (BNA)	Minneapolis (MSP)	DL1493	478.3	2317.58	9582.77
6993	2023-01-02 03:50:00	2023-01-02 04:55:00	Atlanta (ATL)	Nashville (BNA)	DL2433	704.42	1858.34	8808.57
6994	2023-01-02 01:15:00	2023-01-02 02:25:00	Nashville (BNA)	Atlanta (ATL)	DL360	398.13	1685.47	8467.77
6995	2023-01-01 22:54:00	2023-01-01 23:58:00	Atlanta (ATL)	Nashville (BNA)	DL360	740.07	2105.75	5705.43
6996	2023-01-01 19:05:00	2023-01-01 21:07:00	Key West (EYW)	Atlanta (ATL)	DL377	508.82	2531.44	6587.54
6997	2023-01-01 16:16:00	2023-01-01 18:05:00	Atlanta (ATL)	Key West (EYW)	DL377	346.99	1899.89	4322.45
6998	2022-12-31 20:15:00	2022-12-31 21:33:00	Memphis (MEM)	Atlanta (ATL)	DL1346	285.8	1216.36	9057.12
6999	2022-12-31 17:35:00	2022-12-31 18:57:00	Atlanta (ATL)	Memphis (MEM)	DL1346	562.69	2545.54	8150.56
7000	2022-12-31 13:15:00	2022-12-31 15:22:00	Houston (IAH)	Atlanta (ATL)	DL1315	604.77	1929.96	6019.28
7001	2022-12-31 03:45:00	2022-12-31 06:59:00	Salt Lake City (SLC)	Houston (IAH)	DL944	598.72	2330.86	5795.59
7002	2022-12-30 02:14:00	2022-12-30 05:12:00	San Antonio (SAT)	Salt Lake City (SLC)	DL1388	480.82	1961.95	7863.52
7003	2022-12-29 22:29:00	2022-12-29 01:14:00	Salt Lake City (SLC)	San Antonio (SAT)	DL1388	478.43	910.5	8133.98
7004	2022-12-29 20:14:00	2022-12-29 21:29:00	Jackson (JAC)	Salt Lake City (SLC)	DL456	613.95	2975.51	3698.29
7005	2022-12-29 18:04:00	2022-12-29 19:14:00	Salt Lake City (SLC)	Jackson (JAC)	DL456	638.14	919.98	4724.77
7006	2022-12-29 13:39:00	2022-12-29 17:04:00	Houston (IAH)	Salt Lake City (SLC)	DL1520	301.11	2672.04	7107.54
7007	2022-12-29 00:45:00	2022-12-29 03:00:00	Atlanta (ATL)	Houston (IAH)	DL1052	427.43	3497.54	5099.97
7008	2022-12-28 22:04:00	2022-12-28 00:07:00	Key West (EYW)	Atlanta (ATL)	DL2476	614.26	1633.7	3350.16
7009	2022-12-28 19:18:00	2022-12-28 21:04:00	Atlanta (ATL)	Key West (EYW)	DL2476	659.85	2018.8	7086.85
7010	2022-12-28 16:54:00	2022-12-28 18:03:00	Nashville (BNA)	Atlanta (ATL)	DL1660	586.19	1244.01	6858.57
7011	2022-12-28 14:50:00	2022-12-28 15:54:00	Atlanta (ATL)	Nashville (BNA)	DL1660	683.87	3400.4	3818.54
7012	2022-12-28 11:00:00	2022-12-28 13:50:00	Windsor Locks (BDL)	Atlanta (ATL)	DL1599	570.09	1201.14	5929.55
7013	2022-12-28 02:49:00	2022-12-28 04:59:00	Atlanta (ATL)	Windsor Locks (BDL)	DL2542	354.11	1513.17	8167.86
7014	2022-12-27 23:13:00	2022-12-27 01:09:00	Houston (IAH)	Atlanta (ATL)	DL2727	494.12	2156.4	3880.35
7015	2022-12-27 19:59:00	2022-12-27 22:13:00	Atlanta (ATL)	Houston (IAH)	DL2727	653.74	951.13	9585.86
7016	2022-12-27 16:57:00	2022-12-27 18:59:00	Key West (EYW)	Atlanta (ATL)	DL2698	435.83	1321.67	5400.93
7017	2022-12-27 14:10:00	2022-12-27 15:57:00	Atlanta (ATL)	Key West (EYW)	DL2698	320.82	1553.42	8828.05
7018	2022-12-27 12:00:00	2022-12-27 13:10:00	Nashville (BNA)	Atlanta (ATL)	DL694	332.21	1494.96	6928.48
7019	2022-12-27 04:45:00	2022-12-27 05:48:00	Atlanta (ATL)	Nashville (BNA)	DL2433	736.54	1395.16	4547.86
7020	2022-12-27 00:34:00	2022-12-27 02:13:00	Melbourne (MLB)	Atlanta (ATL)	DL1358	600.11	2921.88	7191.24
7021	2023-01-02 11:30:00	2023-01-02 14:26:00	Austin (AUS)	Detroit (DTW)	DL1748	255.94	1758.44	7832.84
7022	2023-01-02 00:10:00	2023-01-02 03:07:00	Minneapolis (MSP)	Austin (AUS)	DL1303	468.87	1752.6	6906.25
7023	2022-12-31 21:50:00	2022-12-31 00:55:00	Tucson (TUS)	Minneapolis (MSP)	DL1215	297.37	2134.72	9826.54
7024	2022-12-31 17:00:00	2022-12-31 20:41:00	Minneapolis (MSP)	Tucson (TUS)	DL1215	267.45	2141.6	3629.26
7025	2022-12-31 12:50:00	2022-12-31 14:29:00	Winnipeg (YWG)	Minneapolis (MSP)	DL1102	476	1640.98	5934.64
7026	2022-12-31 01:56:00	2022-12-31 03:36:00	Minneapolis (MSP)	Winnipeg (YWG)	DL1107	502.39	2975.54	9508.06
7027	2022-12-30 21:48:00	2022-12-30 00:31:00	Boise (BOI)	Minneapolis (MSP)	DL1517	614.73	1097.14	4777.23
7028	2022-12-30 17:30:00	2022-12-30 20:48:00	Minneapolis (MSP)	Boise (BOI)	DL1517	455.51	3065.11	5648.21
7029	2022-12-30 12:20:00	2022-12-30 15:09:00	Houston (IAH)	Minneapolis (MSP)	DL2428	508.29	1484.44	9244.6
