Id_delta,depart_date_time,arrive_date_time,depart_airport,arrive_airport,flight_number,flight_cost_coach,flight_cost_business
14965,2022-12-27 14:15:00,2022-12-27 15:40:00,Albuquerque (ABQ),Denver (DEN),WN1921,650.68,1973.34
14966,2022-12-27 14:05:00,2022-12-27 15:30:00,Los Angeles (LAX),San Francisco (SFO),WN904,594.88,2932.94
14967,2022-12-27 11:00:00,2022-12-27 12:25:00,Cleveland (CLE),Chicago (MDW),WN2172,1174.94,2415.05
14968,2022-12-27 02:50:00,2022-12-27 04:40:00,Dallas (DAL),Albuquerque (ABQ),WN140,678.7,1097.94
14969,2023-01-02 16:35:00,2023-01-02 17:15:00,Kahului (OGG),Honolulu (HNL),WN2030,721.87,1863.59
14970,2023-01-02 05:00:00,2023-01-02 05:45:00,Honolulu (HNL),Kahului (OGG),WN1944,194.37,1218.36
14971,2023-01-01 21:05:00,2023-01-01 03:15:00,San Diego (SAN),Honolulu (HNL),WN1943,1052.05,3112.09
14972,2023-01-01 19:11:00,2023-01-01 20:00:00,Las Vegas (LAS),San Diego (SAN),WN9011,1131.62,1441.78
14973,2023-01-01 18:35:00,2023-01-01 19:45:00,Las Vegas (LAS),San Diego (SAN),WN3398,870.65,3411.33
14974,2023-01-01 15:45:00,2023-01-01 17:10:00,San Jose (SJC),Las Vegas (LAS),WN1563,948.62,1407.77
14975,2023-01-01 13:00:00,2023-01-01 15:00:00,Phoenix (PHX),San Jose (SJC),WN2226,722.07,2812.56
14976,2023-01-01 05:10:00,2023-01-01 06:20:00,Las Vegas (LAS),Phoenix (PHX),WN5111,1028.13,1175.05
14977,2023-01-01 00:20:00,2023-01-01 04:05:00,St. Louis (STL),Las Vegas (LAS),WN2568,261.79,3265.16
14978,2022-12-31 20:40:00,2022-12-31 23:20:00,Fort Myers (RSW),St. Louis (STL),WN2568,647.08,3299.73
14979,2022-12-31 17:00:00,2022-12-31 19:55:00,Grand Rapids (GRR),Fort Myers (RSW),WN1685,824.91,3232.22
14980,2022-12-31 14:30:00,2022-12-31 16:15:00,Baltimore (BWI),Grand Rapids (GRR),WN1685,727.14,3493.92
14981,2022-12-31 11:25:00,2022-12-31 13:45:00,West Palm Beach (PBI),Baltimore (BWI),WN1685,611.65,2367.65
14982,2022-12-31 00:30:00,2022-12-31 02:55:00,Baltimore (BWI),West Palm Beach (PBI),WN621,703.98,2017.17
14983,2022-12-30 21:50:00,2022-12-30 22:55:00,Raleigh-Durham (RDU),Baltimore (BWI),WN3417,242.73,1305.09
14984,2022-12-30 19:25:00,2022-12-30 21:05:00,Tampa (TPA),Raleigh-Durham (RDU),WN3417,669.85,2341.84
14985,2022-12-30 16:00:00,2022-12-30 18:30:00,Pittsburgh (PIT),Tampa (TPA),WN692,880.8,2234.75
14986,2022-12-30 13:50:00,2022-12-30 15:10:00,Chicago (MDW),Pittsburgh (PIT),WN692,517.28,1658.86
14987,2022-12-30 10:00:00,2022-12-30 12:50:00,Sarasota (SRQ),Chicago (MDW),WN3051,916.52,3718.73
14988,2022-12-30 03:25:00,2022-12-30 06:00:00,Chicago (MDW),Sarasota (SRQ),WN2478,760.25,3826.2
14989,2022-12-30 00:00:00,2022-12-30 02:30:00,Austin (AUS),Chicago (MDW),WN1495,951.28,2147.53
14990,2022-12-29 19:25:00,2022-12-29 23:10:00,Baltimore (BWI),Austin (AUS),WN3599,308.49,4057.3
14991,2022-12-29 12:30:00,2022-12-29 14:15:00,Chicago (ORD),Baltimore (BWI),WN1342,322.36,1546.7
14992,2022-12-29 03:45:00,2022-12-29 05:50:00,Nashville (BNA),Fort Myers (RSW),WN2791,540.3,2868.12
14993,2022-12-29 02:05:00,2022-12-29 04:35:00,Denver (DEN),Chicago (ORD),WN2628,324.22,3799.45
14994,2022-12-29 00:55:00,2022-12-29 02:50:00,Tampa (TPA),Nashville (BNA),WN595,648.75,3825.68
14995,2022-12-28 23:00:00,2022-12-28 01:15:00,Spokane (GEG),Denver (DEN),WN2628,898.71,3057.23
14996,2022-12-28 22:45:00,2022-12-28 00:10:00,Birmingham (BHM),Tampa (TPA),WN1887,291.39,3903.33
14997,2022-12-28 20:30:00,2022-12-28 22:00:00,Tampa (TPA),Birmingham (BHM),WN1541,651.73,1973.64
14998,2022-12-28 19:25:00,2022-12-28 22:05:00,Phoenix (PHX),Spokane (GEG),WN1383,1091.64,2824.48
14999,2022-12-28 17:10:00,2022-12-28 19:10:00,Houston (HOU),Tampa (TPA),WN643,1184.22,4108.66
15000,2022-12-28 16:05:00,2022-12-28 18:35:00,San Antonio (SAT),Phoenix (PHX),WN1383,617.85,1633.84
15001,2022-12-28 14:20:00,2022-12-28 15:20:00,Houston (HOU),San Antonio (SAT),WN1383,616.32,3358.51
15002,2022-12-28 12:30:00,2022-12-28 14:30:00,Phoenix (PHX),San Antonio (SAT),WN643,164.85,2587.95
15003,2022-12-28 04:05:00,2022-12-28 06:55:00,Seattle (SEA),Phoenix (PHX),WN4174,408.73,3435.59
15004,2022-12-28 03:05:00,2022-12-28 06:45:00,Oakland (OAK),Houston (HOU),WN2057,986.32,3338.23
15005,2022-12-27 15:10:00,2022-12-27 17:55:00,Baltimore (BWI),Miami (MIA),WN160,1144.3,3562.82
15006,2022-12-27 11:05:00,2022-12-27 15:50:00,Chicago (MDW),Oakland (OAK),WN654,929.28,2075.37
15007,2023-01-05 01:45:00,2023-01-05 04:10:00,Phoenix (PHX),Houston (HOU),WN1252,963.32,837.77
15008,2023-01-04 23:20:00,2023-01-04 00:40:00,El Paso (ELP),Phoenix (PHX),WN2316,1168.88,1882.84
15009,2023-01-04 20:35:00,2023-01-04 22:25:00,Los Angeles (LAX),El Paso (ELP),WN565,818.9,3979.39
15010,2023-01-04 18:35:00,2023-01-04 19:50:00,Las Vegas (LAS),Los Angeles (LAX),WN565,649,1593.49
15011,2023-01-04 16:30:00,2023-01-04 17:35:00,Long Beach (LGB),Las Vegas (LAS),WN3084,608.77,2179.61
15012,2023-01-04 14:20:00,2023-01-04 15:45:00,Sacramento (SMF),Long Beach (LGB),WN3084,931.89,3425.55
15013,2023-01-04 04:50:00,2023-01-04 06:15:00,San Jose (SJC),Las Vegas (LAS),WN3383,599.33,874.73
15014,2023-01-03 22:10:00,2023-01-03 03:05:00,Kahului (OGG),San Jose (SJC),WN1580,665.23,2594.59
15015,2023-01-03 15:05:00,2023-01-03 20:55:00,Los Angeles (LAX),Kahului (OGG),WN1509,1021.49,4046.65
15016,2023-01-03 01:40:00,2023-01-03 06:30:00,Nashville (BNA),Los Angeles (LAX),WN147,946.59,2075.69
15017,2023-01-02 21:55:00,2023-01-02 23:05:00,Atlanta (ATL),Nashville (BNA),WN1757,230.76,1922.31
15018,2023-01-02 20:05:00,2023-01-02 21:10:00,Nashville (BNA),Atlanta (ATL),WN2797,818.74,3816.71
15019,2023-01-02 17:20:00,2023-01-02 19:20:00,Tampa (TPA),Nashville (BNA),WN2748,414.89,2696.6
15020,2023-01-02 13:10:00,2023-01-02 16:35:00,Denver (DEN),Tampa (TPA),WN1036,346.43,753
15021,2023-01-02 12:00:00,2023-01-02 13:40:00,Wichita (ICT),Denver (DEN),WN3333,874.41,3729.38
15022,2023-01-02 02:25:00,2023-01-02 04:15:00,Las Vegas (LAS),Denver (DEN),WN1521,417.4,3611.08
15023,2023-01-01 23:35:00,2023-01-01 01:35:00,Denver (DEN),Las Vegas (LAS),WN3531,849.47,1464.4
15024,2023-01-01 20:15:00,2023-01-01 22:35:00,San Diego (SAN),Denver (DEN),WN1450,829.69,3540.16
15025,2023-01-01 18:00:00,2023-01-01 19:30:00,Sacramento (SMF),San Diego (SAN),WN1450,1028.5,2661.61
15026,2023-01-01 15:35:00,2023-01-01 17:15:00,Las Vegas (LAS),Sacramento (SMF),WN113,1033.85,3724.41
15027,2023-01-01 13:00:00,2023-01-01 14:45:00,Albuquerque (ABQ),Las Vegas (LAS),WN113,541.36,3382.68
15028,2023-01-01 04:30:00,2023-01-01 05:45:00,Denver (DEN),Albuquerque (ABQ),WN737,666.97,1669.31
15029,2023-01-01 01:20:00,2023-01-01 03:10:00,Tulsa (TUL),Denver (DEN),WN573,398.82,2679.48
15030,2022-12-31 23:00:00,2022-12-31 00:25:00,Houston (HOU),Tulsa (TUL),WN573,1141.68,2935.31
15031,2022-12-31 19:35:00,2022-12-31 22:10:00,Orlando (MCO),Houston (HOU),WN573,704.19,763.09
15032,2022-12-31 16:20:00,2022-12-31 18:45:00,San Antonio (SAT),Orlando (MCO),WN3787,514.39,885.79
15033,2022-12-31 14:25:00,2022-12-31 15:30:00,Dallas (DAL),San Antonio (SAT),WN3787,451.19,2937.48
15034,2022-12-31 12:15:00,2022-12-31 13:30:00,Little Rock (LIT),Dallas (DAL),WN3787,256.98,2255.3
15035,2022-12-31 04:40:00,2022-12-31 05:50:00,St. Louis (STL),Little Rock (LIT),WN3810,695.9,3378.22
15036,2022-12-31 00:55:00,2022-12-31 03:20:00,Sarasota (SRQ),St. Louis (STL),WN1404,189.55,3952.09
15037,2022-12-30 22:20:00,2022-12-30 00:10:00,Nashville (BNA),Sarasota (SRQ),WN2555,712.82,2493.16
15038,2022-12-30 17:20:00,2022-12-30 21:35:00,San Jose (SJC),Nashville (BNA),WN2555,331.44,1582.08
15039,2022-12-30 15:00:00,2022-12-30 16:30:00,San Diego (SAN),San Jose (SJC),WN2555,218.68,2383.67
15040,2022-12-30 00:00:00,2022-12-30 05:35:00,Honolulu (HNL),San Diego (SAN),WN393,1150.86,2575.32
15041,2022-12-29 17:05:00,2022-12-29 22:45:00,Oakland (OAK),Honolulu (HNL),WN808,953.29,3757.92
15042,2022-12-29 11:05:00,2022-12-29 15:50:00,Chicago (MDW),Oakland (OAK),WN654,436.76,2003.76
15043,2022-12-29 02:45:00,2022-12-29 06:50:00,Oakland (OAK),Chicago (MDW),WN948,782.8,4004.96
15044,2022-12-28 20:00:00,2022-12-28 01:05:00,Kahului (OGG),Oakland (OAK),WN4124,1118.9,1331.32
15045,2022-12-28 17:45:00,2022-12-28 18:30:00,Honolulu (HNL),Kahului (OGG),WN1198,813.57,3841.77
15046,2022-12-28 04:00:00,2022-12-28 04:35:00,Lihue (LIH),Honolulu (HNL),WN1189,648.88,4039.56
15047,2022-12-28 02:10:00,2022-12-28 02:55:00,Honolulu (HNL),Lihue (LIH),WN1188,416.68,937.33
15048,2022-12-28 00:35:00,2022-12-28 01:15:00,Lihue (LIH),Honolulu (HNL),WN1187,536.19,2203.3
15049,2022-12-27 22:55:00,2022-12-27 23:40:00,Honolulu (HNL),Lihue (LIH),WN1184,835.85,4155.1
15050,2022-12-27 20:50:00,2022-12-27 23:05:00,Nashville (BNA),New York (LGA),WN702,616.15,713.55
15051,2022-12-27 16:00:00,2022-12-27 22:10:00,San Diego (SAN),Honolulu (HNL),WN185,763.82,3986.06
15052,2023-01-05 05:00:00,2023-01-05 06:25:00,Sacramento (SMF),San Diego (SAN),WN3038,671.72,3099.67
15053,2023-01-04 22:10:00,2023-01-04 23:25:00,Las Vegas (LAS),Los Angeles (LAX),WN451,469.36,1209.14
15054,2023-01-04 20:10:00,2023-01-04 21:25:00,Reno (RNO),Las Vegas (LAS),WN2441,668.76,2432.57
15055,2023-01-04 18:00:00,2023-01-04 19:25:00,Los Angeles (LAX),Reno (RNO),WN857,826.12,1846.81
15056,2023-01-04 15:55:00,2023-01-04 17:15:00,San Francisco (SFO),Los Angeles (LAX),WN1466,332.03,3112.04
15057,2023-01-04 13:00:00,2023-01-04 15:10:00,Phoenix (PHX),San Francisco (SFO),WN1446,307.31,4183.98
15058,2023-01-04 00:50:00,2023-01-04 04:40:00,Chicago (MDW),Phoenix (PHX),WN1421,415.55,2354.19
15059,2023-01-03 22:25:00,2023-01-03 00:10:00,Birmingham (BHM),Chicago (MDW),WN1723,277.83,3763.95
15060,2023-01-03 20:05:00,2023-01-03 21:35:00,Tampa (TPA),Birmingham (BHM),WN1723,793.48,2917.71
15061,2023-01-03 16:05:00,2023-01-03 19:20:00,Providence (PVD),Tampa (TPA),WN1723,1120.98,4093.45
15062,2023-01-03 12:35:00,2023-01-03 15:15:00,Orlando (MCO),Providence (PVD),WN2672,794.26,1772.64
15063,2023-01-03 02:25:00,2023-01-03 04:40:00,St. Louis (STL),Orlando (MCO),WN1568,1058.85,1743.94
15064,2023-01-02 21:55:00,2023-01-02 01:30:00,Sacramento (SMF),St. Louis (STL),WN1568,533.59,1660.93
15065,2023-01-02 17:15:00,2023-01-02 21:05:00,Dallas (DAL),Sacramento (SMF),WN1157,653.01,1846.65
15066,2023-01-02 12:25:00,2023-01-02 16:25:00,New York (LGA),Dallas (DAL),WN1157,604.2,3983.88
15067,2023-01-02 01:20:00,2023-01-02 03:30:00,Atlanta (ATL),New York (LGA),WN2373,216.13,1075.25
15068,2023-01-01 22:10:00,2023-01-01 23:55:00,Sarasota (SRQ),Atlanta (ATL),WN1534,1122.01,1890.01
15069,2023-01-01 18:45:00,2023-01-01 21:25:00,Chicago (MDW),Sarasota (SRQ),WN2343,720.08,2208.15
15070,2023-01-01 15:35:00,2023-01-01 17:30:00,Atlanta (ATL),Chicago (MDW),WN1138,552.77,1424.99
15071,2023-01-01 12:00:00,2023-01-01 14:50:00,Denver (DEN),Atlanta (ATL),WN2262,699.61,2077.04
15072,2023-01-01 00:50:00,2023-01-01 04:55:00,Orlando (MCO),Denver (DEN),WN1829,581.91,3765.06
15073,2022-12-31 20:50:00,2022-12-31 22:55:00,Montego Bay (MBJ),Orlando (MCO),WN1069,989.82,1760.77
15074,2022-12-31 16:45:00,2022-12-31 19:50:00,Houston (HOU),Montego Bay (MBJ),WN1126,1093.65,3868.6
15075,2022-12-31 13:35:00,2022-12-31 15:45:00,Albuquerque (ABQ),Houston (HOU),WN373,886.45,1381.08
15076,2022-12-31 03:25:00,2022-12-31 04:35:00,Phoenix (PHX),Albuquerque (ABQ),WN3079,1082.85,3418.98
15077,2022-12-30 23:55:00,2022-12-30 02:25:00,Oklahoma City (OKC),Phoenix (PHX),WN3263,1140.04,823.63
15078,2022-12-30 20:45:00,2022-12-30 23:05:00,Atlanta (ATL),Oklahoma City (OKC),WN3263,619.17,3681.92
15079,2022-12-30 18:15:00,2022-12-30 20:05:00,Cleveland (CLE),Atlanta (ATL),WN3626,605.65,3898.82
15080,2022-12-30 15:55:00,2022-12-30 17:25:00,Nashville (BNA),Cleveland (CLE),WN3592,590.64,1872.12
15081,2022-12-30 11:30:00,2022-12-30 13:40:00,Baltimore (BWI),Nashville (BNA),WN1743,1047.96,3962.39
15082,2022-12-29 22:55:00,2022-12-29 02:30:00,Albuquerque (ABQ),Baltimore (BWI),WN3373,548.28,3584.16
15083,2022-12-29 20:40:00,2022-12-29 22:10:00,Las Vegas (LAS),Albuquerque (ABQ),WN3373,590.31,2590.74
15084,2022-12-29 18:40:00,2022-12-29 19:50:00,Los Angeles (LAX),Las Vegas (LAS),WN3373,540.08,2952.04
15085,2022-12-29 13:50:00,2022-12-29 17:15:00,Dallas (DAL),Los Angeles (LAX),WN1972,888.44,1994.92
15086,2022-12-29 02:40:00,2022-12-29 05:10:00,Las Vegas (LAS),Dallas (DAL),WN2361,842.87,1815.75
15087,2022-12-28 23:15:00,2022-12-28 00:40:00,San Jose (SJC),Las Vegas (LAS),WN3100,227.05,1987.67
15088,2022-12-28 17:05:00,2022-12-28 21:20:00,Houston (HOU),San Jose (SJC),WN1526,615.53,2993.26
15089,2022-12-28 13:40:00,2022-12-28 16:05:00,Denver (DEN),Houston (HOU),WN766,835.63,2740.32
15090,2022-12-28 03:10:00,2022-12-28 05:30:00,Austin (AUS),Denver (DEN),WN257,484.57,2585.55
15091,2022-12-28 00:20:00,2022-12-28 02:25:00,Denver (DEN),Austin (AUS),WN3624,929.76,2731.05
15092,2022-12-27 16:10:00,2022-12-27 20:20:00,Baltimore (BWI),Denver (DEN),WN3426,914.16,4051.61
15093,2022-12-27 10:05:00,2022-12-27 14:25:00,San Juan (SJU),Baltimore (BWI),WN2549,955.34,2541.64
15094,2022-12-27 05:55:00,2022-12-27 08:25:00,San Jose (SJC),Denver (DEN),WN2058,684.68,1594.47
15095,2023-01-04 23:25:00,2023-01-04 02:40:00,San Juan (SJU),Orlando (MCO),WN2545,500.2,1806.15
15096,2023-01-04 19:50:00,2023-01-04 22:35:00,Orlando (MCO),San Juan (SJU),WN1341,1137.35,2890.22
15097,2023-01-04 15:50:00,2023-01-04 18:55:00,Providence (PVD),Orlando (MCO),WN1341,1114.05,802.1
15098,2023-01-04 12:25:00,2023-01-04 15:05:00,Orlando (MCO),Providence (PVD),WN2672,879.56,3777.43
15099,2023-01-04 03:30:00,2023-01-04 05:50:00,Dallas (DAL),Orlando (MCO),WN477,693.36,2592.51
15100,2023-01-04 00:10:00,2023-01-04 02:30:00,Phoenix (PHX),Dallas (DAL),WN477,701.3,2596.89
15101,2023-01-03 19:50:00,2023-01-03 23:15:00,St. Louis (STL),Phoenix (PHX),WN2729,1160.63,3277.64
15102,2023-01-03 15:55:00,2023-01-03 18:55:00,New York (LGA),St. Louis (STL),WN2729,500.64,1684.03
15103,2023-01-03 12:30:00,2023-01-03 15:10:00,Tampa (TPA),New York (LGA),WN2728,434.99,2315.91
15104,2023-01-03 02:30:00,2023-01-03 05:50:00,Denver (DEN),Tampa (TPA),WN253,649.46,810.59
15105,2023-01-02 18:00:00,2023-01-02 19:55:00,Des Moines (DSM),Denver (DEN),WN1435,433.37,3931.03
15106,2023-01-02 16:10:00,2023-01-02 17:15:00,St. Louis (STL),Des Moines (DSM),WN1435,1065.96,4150.96
15107,2023-01-02 14:10:00,2023-01-02 15:25:00,Chicago (MDW),St. Louis (STL),WN1435,904,3369.08
15108,2023-01-02 04:45:00,2023-01-02 07:00:00,Denver (DEN),Chicago (MDW),WN3050,519.81,3839.55
15109,2023-01-02 00:05:00,2023-01-02 03:40:00,Pittsburgh (PIT),Denver (DEN),WN340,676.44,3079.2
15110,2023-01-01 21:45:00,2023-01-01 23:15:00,St. Louis (STL),Pittsburgh (PIT),WN3327,418.84,1654.45
15111,2023-01-01 18:05:00,2023-01-01 21:00:00,Miami (MIA),St. Louis (STL),WN3327,975.72,3537.23
15112,2023-01-01 15:15:00,2023-01-01 17:15:00,Atlanta (ATL),Miami (MIA),WN147,765.99,2626.51
15113,2023-01-01 13:00:00,2023-01-01 14:25:00,Memphis (MEM),Atlanta (ATL),WN147,925.03,1303.54
15114,2023-01-01 01:15:00,2023-01-01 02:45:00,Houston (HOU),Memphis (MEM),WN1878,714.46,1321.52
15115,2022-12-31 23:05:00,2022-12-31 00:25:00,Midland (MAF),Houston (HOU),WN1878,942.47,3856.24
15116,2022-12-31 21:05:00,2022-12-31 22:20:00,Dallas (DAL),Midland (MAF),WN1263,1194.84,3137.28
15117,2022-12-31 18:50:00,2022-12-31 20:20:00,New Orleans (MSY),Dallas (DAL),WN1263,1024.3,3448.31
15118,2022-12-31 16:55:00,2022-12-31 18:10:00,Austin (AUS),New Orleans (MSY),WN915,504.72,4112.32
15119,2022-12-31 14:00:00,2022-12-31 16:10:00,St. Louis (STL),Austin (AUS),WN2656,821.08,3555.77
15120,2022-12-31 11:45:00,2022-12-31 13:05:00,Chicago (MDW),St. Louis (STL),WN1480,262.71,1130.68
15121,2022-12-31 03:55:00,2022-12-31 07:10:00,Phoenix (PHX),Chicago (MDW),WN3438,590.25,2851.54
15122,2022-12-31 01:05:00,2022-12-31 03:00:00,Denver (DEN),Phoenix (PHX),WN439,347.37,742.59
15123,2022-12-30 20:05:00,2022-12-30 00:15:00,Baltimore (BWI),Denver (DEN),WN439,1166.6,3500.63
15124,2022-12-30 16:15:00,2022-12-30 19:10:00,Houston (HOU),Baltimore (BWI),WN453,956.79,1056.84
15125,2022-12-30 13:00:00,2022-12-30 15:30:00,Phoenix (PHX),Houston (HOU),WN453,993.12,1823.89
15126,2022-12-30 02:30:00,2022-12-30 04:25:00,Denver (DEN),Phoenix (PHX),WN3013,469.65,1618.38
15127,2022-12-29 23:45:00,2022-12-29 01:35:00,Phoenix (PHX),Denver (DEN),WN761,415.97,1686.55
15128,2022-12-29 18:40:00,2022-12-29 22:35:00,Chicago (MDW),Phoenix (PHX),WN1715,881.43,3788.21
15129,2022-12-29 14:00:00,2022-12-29 17:55:00,Portland (PDX),Chicago (MDW),WN3325,208.47,1188.34
15130,2022-12-29 04:50:00,2022-12-29 06:35:00,San Jose (SJC),Portland (PDX),WN3700,1158.34,2172.12
15131,2022-12-28 22:10:00,2022-12-28 03:05:00,Kahului (OGG),San Jose (SJC),WN1580,231.4,2617.86
15132,2022-12-28 15:05:00,2022-12-28 20:55:00,Los Angeles (LAX),Kahului (OGG),WN1509,533.7,1253.59
15133,2022-12-28 02:10:00,2022-12-28 04:50:00,Denver (DEN),Columbus (CMH),WN3215,804.71,3801.22
15134,2022-12-27 22:10:00,2022-12-27 03:45:00,Honolulu (HNL),Los Angeles (LAX),WN3845,846.22,3646.41
15135,2022-12-27 20:55:00,2022-12-27 22:15:00,Sacramento (SMF),Ontario (ONT),WN3215,1024.21,3198.29
15136,2022-12-27 19:30:00,2022-12-27 20:03:00,Kahului (OGG),Honolulu (HNL),WN8506,260.31,1587.36
15137,2022-12-27 06:00:00,2022-12-27 06:45:00,Honolulu (HNL),Kahului (OGG),WN1078,658.56,1743.24
15138,2023-01-04 22:00:00,2023-01-04 23:55:00,Denver (DEN),Phoenix (PHX),WN456,578.69,1014.27
15139,2023-01-04 16:50:00,2023-01-04 21:10:00,Philadelphia (PHL),Denver (DEN),WN456,734.6,4020.7
15140,2023-01-04 13:15:00,2023-01-04 15:10:00,Chicago (MDW),Philadelphia (PHL),WN1869,262.85,3957.62
15141,2023-01-04 11:20:00,2023-01-04 12:30:00,St. Louis (STL),Chicago (MDW),WN1869,359.59,2338.42
15142,2023-01-04 01:40:00,2023-01-04 04:30:00,Phoenix (PHX),St. Louis (STL),WN3112,617.31,3347.83
15143,2023-01-03 23:10:00,2023-01-03 00:50:00,Salt Lake City (SLC),Phoenix (PHX),WN3112,204.2,1335.51
15144,2023-01-03 20:55:00,2023-01-03 22:20:00,Las Vegas (LAS),Salt Lake City (SLC),WN1330,951.18,4141.32
15145,2023-01-03 16:50:00,2023-01-03 20:00:00,Kansas City (MCI),Las Vegas (LAS),WN1330,646.97,2241.61
15146,2023-01-03 13:20:00,2023-01-03 16:00:00,Las Vegas (LAS),Kansas City (MCI),WN1176,695.06,2522.27
15147,2023-01-03 04:35:00,2023-01-03 08:35:00,Chicago (MDW),Las Vegas (LAS),WN733,835.81,2225.42
15148,2023-01-03 02:25:00,2023-01-03 03:40:00,Cleveland (CLE),Chicago (MDW),WN733,671.52,1328.06
15149,2023-01-03 00:00:00,2023-01-03 01:40:00,Atlanta (ATL),Cleveland (CLE),WN733,1177.64,940.08
15150,2023-01-02 21:10:00,2023-01-02 23:15:00,Austin (AUS),Atlanta (ATL),WN733,208.24,2093.4
15151,2023-01-02 19:20:00,2023-01-02 20:20:00,Dallas (DAL),Austin (AUS),WN733,1107.14,1001.38
15152,2023-01-02 16:45:00,2023-01-02 18:30:00,Albuquerque (ABQ),Dallas (DAL),WN733,208.35,1024.63
15153,2023-01-02 14:00:00,2023-01-02 15:55:00,Dallas (DAL),Albuquerque (ABQ),WN2511,285.18,2270.83
15154,2023-01-02 11:05:00,2023-01-02 13:10:00,Nashville (BNA),Dallas (DAL),WN2511,418.92,2202.56
15155,2023-01-02 03:40:00,2023-01-02 05:40:00,Austin (AUS),Nashville (BNA),WN1318,201.58,2549.67
15156,2023-01-01 23:50:00,2023-01-01 02:55:00,Fort Lauderdale (FLL),Austin (AUS),WN957,939.07,835.39
15157,2023-01-01 19:50:00,2023-01-01 22:25:00,Washington (DCA),Fort Lauderdale (FLL),WN956,454.58,2071.55
15158,2023-01-01 16:15:00,2023-01-01 19:00:00,Dallas (DAL),Washington (DCA),WN653,912.75,3332
15159,2023-01-01 01:05:00,2023-01-01 03:20:00,Phoenix (PHX),Dallas (DAL),WN1493,1043.86,2852.95
15160,2022-12-31 20:00:00,2022-12-31 00:10:00,Louisville (SDF),Phoenix (PHX),WN302,205.1,1702.45
15161,2022-12-31 18:05:00,2022-12-31 19:15:00,Chicago (MDW),Louisville (SDF),WN302,1083.54,3710.73
15162,2022-12-31 13:05:00,2022-12-31 17:10:00,Los Angeles (LAX),Chicago (MDW),WN302,1070.4,1657.57
15163,2022-12-31 04:40:00,2022-12-31 06:05:00,San Francisco (SFO),Los Angeles (LAX),WN1525,1195.71,3148.98
15164,2022-12-31 02:15:00,2022-12-31 03:50:00,San Diego (SAN),San Francisco (SFO),WN2185,275.44,1180.99
15165,2022-12-31 00:00:00,2022-12-31 01:25:00,San Jose (SJC),San Diego (SAN),WN2394,596.73,3081.12
15166,2022-12-30 22:00:00,2022-12-30 23:10:00,Los Angeles (LAX),San Jose (SJC),WN2279,1127,3140.03
15167,2022-12-30 19:45:00,2022-12-30 21:15:00,Phoenix (PHX),Los Angeles (LAX),WN2279,1104.16,3302.21
15168,2022-12-30 15:00:00,2022-12-30 19:00:00,Chicago (MDW),Phoenix (PHX),WN2279,934.41,3717.43
15169,2022-12-29 16:45:00,2022-12-29 18:25:00,Memphis (MEM),Chicago (MDW),WN1228,256.2,1168.76
15170,2022-12-29 01:30:00,2022-12-29 02:50:00,Atlanta (ATL),Memphis (MEM),WN2776,444.19,1105.73
15171,2022-12-28 22:45:00,2022-12-28 00:40:00,Houston (HOU),Atlanta (ATL),WN1861,822.81,1568.84
15172,2022-12-28 21:00:00,2022-12-28 22:20:00,Dallas (DAL),Houston (HOU),WN35,1042.26,3164.75
15173,2022-12-28 16:50:00,2022-12-28 20:05:00,Sacramento (SMF),Dallas (DAL),WN1809,892.36,2142.99
15174,2022-12-28 15:40:00,2022-12-28 18:55:00,Raleigh-Durham (RDU),Austin (AUS),WN3123,941.13,1888.45
15175,2022-12-28 13:15:00,2022-12-28 14:55:00,Orlando (MCO),Raleigh-Durham (RDU),WN3123,213.83,2609.33
15176,2022-12-28 10:00:00,2022-12-28 12:30:00,Pittsburgh (PIT),Orlando (MCO),WN933,683.83,3677.42
15177,2022-12-28 04:10:00,2022-12-28 06:45:00,Denver (DEN),Sacramento (SMF),WN1114,513.5,729.63
15178,2022-12-28 02:30:00,2022-12-28 05:25:00,Denver (DEN),Pittsburgh (PIT),WN2291,593.04,1542.89
15179,2022-12-28 00:55:00,2022-12-28 03:15:00,San Diego (SAN),Denver (DEN),WN3252,179.66,1773.26
15180,2022-12-27 11:20:00,2022-12-27 17:15:00,Baltimore (BWI),San Diego (SAN),WN1022,986.97,2707.66
15181,2023-01-04 01:25:00,2023-01-04 02:55:00,Nashville (BNA),Raleigh-Durham (RDU),WN3002,1096.33,3775.62
15182,2023-01-03 22:25:00,2023-01-03 00:35:00,San Antonio (SAT),Nashville (BNA),WN3002,150.31,1022.49
15183,2023-01-03 20:15:00,2023-01-03 21:25:00,Dallas (DAL),San Antonio (SAT),WN3002,810.28,1613.57
15184,2023-01-03 16:25:00,2023-01-03 19:20:00,Charlotte (CLT),Dallas (DAL),WN3002,353.66,4165.69
15185,2023-01-03 13:55:00,2023-01-03 15:40:00,Chicago (MDW),Charlotte (CLT),WN3002,981.04,2645.83
15186,2023-01-03 10:10:00,2023-01-03 12:50:00,Providence (PVD),Chicago (MDW),WN2666,1174.3,2708.13
15187,2023-01-03 04:00:00,2023-01-03 05:15:00,Baltimore (BWI),Providence (PVD),WN3062,549.63,3371.68
15188,2023-01-02 22:50:00,2023-01-02 02:50:00,Salt Lake City (SLC),Baltimore (BWI),WN786,578.94,3653.79
15189,2023-01-02 20:20:00,2023-01-02 21:55:00,Phoenix (PHX),Salt Lake City (SLC),WN786,800.29,3447.17
