Id_delta,depart_date_time,arrive_date_time,depart_airport,arrive_airport,flight_number,flight_cost_coach,flight_cost_business,flight_cost_first,org_dest_code,org_dest_code,distances_miles,org_dest_code
7635,"2023-01-03 03:11:00","2023-01-03 06:25:00","San Diego (SAN)","Seattle (SEA)",DL1334,361.79,816.97,6941.28,SAN_SEA,SAN_SEA,1050,SAN_SEA
7629,"2023-01-04 23:30:00","2023-01-04 02:38:00","San Diego (SAN)","Seattle (SEA)",DL1413,582.73,1098.92,9453.28,SAN_SEA,SAN_SEA,1050,SAN_SEA
6702,"2022-12-27 21:36:00","2022-12-27 00:48:00","San Diego (SAN)","Seattle (SEA)",DL2904,391.67,3139.9,7598.14,SAN_SEA,SAN_SEA,1050,SAN_SEA
6698,"2022-12-28 21:36:00","2022-12-28 00:48:00","San Diego (SAN)","Seattle (SEA)",DL2904,748.99,1421.16,7720,SAN_SEA,SAN_SEA,1050,SAN_SEA
6105,"2023-01-04 21:36:00","2023-01-04 00:48:00","San Diego (SAN)","Seattle (SEA)",DL2904,482.22,1148.89,9062.73,SAN_SEA,SAN_SEA,1050,SAN_SEA
6641,"2023-01-02 21:05:00","2023-01-02 23:07:00","San Diego (SAN)","Salt Lake City (SLC)",DL2913,496.74,1445.64,7784.79,SAN_SLC,SAN_SLC,626,SAN_SLC
6383,"2022-12-31 03:10:00","2022-12-31 05:11:00","San Diego (SAN)","Salt Lake City (SLC)",DL2491,288.94,2701.61,4379.6,SAN_SLC,SAN_SLC,626,SAN_SLC
6379,"2022-12-31 18:08:00","2022-12-31 20:14:00","San Diego (SAN)","Salt Lake City (SLC)",DL2659,705.35,1190.15,8881.73,SAN_SLC,SAN_SLC,626,SAN_SLC
6377,"2023-01-01 01:06:00","2023-01-01 03:07:00","San Diego (SAN)","Salt Lake City (SLC)",DL2389,448.29,1319.74,3625.75,SAN_SLC,SAN_SLC,626,SAN_SLC
6058,"2022-12-28 03:10:00","2022-12-28 05:11:00","San Diego (SAN)","Salt Lake City (SLC)",DL2491,277.84,1171.15,6794.89,SAN_SLC,SAN_SLC,626,SAN_SLC
6048,"2022-12-30 03:10:00","2022-12-30 05:11:00","San Diego (SAN)","Salt Lake City (SLC)",DL2491,714.79,2020.54,4419.3,SAN_SLC,SAN_SLC,626,SAN_SLC
6042,"2022-12-31 01:06:00","2022-12-31 03:07:00","San Diego (SAN)","Salt Lake City (SLC)",DL2389,749.15,2862.77,9199.49,SAN_SLC,SAN_SLC,626,SAN_SLC
6032,"2023-01-01 21:05:00","2023-01-01 23:07:00","San Diego (SAN)","Salt Lake City (SLC)",DL2913,448.28,2258.28,9045.58,SAN_SLC,SAN_SLC,626,SAN_SLC
7539,"2022-12-30 19:35:00","2022-12-30 22:51:00","San Pedro Sula (SAP)","Atlanta (ATL)",DL1805,357.59,2265.5,4885.69,SAP_ATL,SAP_ATL,1271,SAP_ATL
7833,"2023-01-04 13:05:00","2023-01-04 15:22:00","San Antonio (SAT)","Atlanta (ATL)",DL1593,454.29,1543.51,8714.96,SAT_ATL,SAT_ATL,874,SAT_ATL
7435,"2022-12-30 19:59:00","2022-12-30 22:12:00","San Antonio (SAT)","Atlanta (ATL)",DL2107,315.41,867.24,3178.47,SAT_ATL,SAT_ATL,874,SAT_ATL
6877,"2023-01-01 11:45:00","2023-01-01 14:00:00","San Antonio (SAT)","Atlanta (ATL)",DL2115,297.37,3284.45,9887.35,SAT_ATL,SAT_ATL,874,SAT_ATL
6759,"2023-01-03 13:05:00","2023-01-03 15:22:00","San Antonio (SAT)","Atlanta (ATL)",DL1593,646.92,2979.44,6090.86,SAT_ATL,SAT_ATL,874,SAT_ATL
6727,"2022-12-31 00:37:00","2022-12-31 02:50:00","San Antonio (SAT)","Atlanta (ATL)",DL536,532.86,2152.8,6137.26,SAT_ATL,SAT_ATL,874,SAT_ATL
6236,"2023-01-05 00:37:00","2023-01-05 02:50:00","San Antonio (SAT)","Atlanta (ATL)",DL536,413.26,1192.03,4562.01,SAT_ATL,SAT_ATL,874,SAT_ATL
6138,"2023-01-02 17:02:00","2023-01-02 19:16:00","San Antonio (SAT)","Atlanta (ATL)",DL1686,541.82,3333.1,9419.19,SAT_ATL,SAT_ATL,874,SAT_ATL
6132,"2023-01-03 17:02:00","2023-01-03 19:16:00","San Antonio (SAT)","Atlanta (ATL)",DL1686,363.5,2133.3,5814.09,SAT_ATL,SAT_ATL,874,SAT_ATL
7358,"2022-12-28 12:30:00","2022-12-28 15:16:00","San Antonio (SAT)","Minneapolis (MSP)",DL2062,569.08,2338.75,5858.38,SAT_MSP,SAT_MSP,1097,SAT_MSP
6808,"2022-12-30 12:30:00","2022-12-30 15:16:00","San Antonio (SAT)","Minneapolis (MSP)",DL2062,415.05,807.69,9707.44,SAT_MSP,SAT_MSP,1097,SAT_MSP
6562,"2022-12-31 12:30:00","2022-12-31 15:16:00","San Antonio (SAT)","Minneapolis (MSP)",DL2062,749.11,2777.85,4914.21,SAT_MSP,SAT_MSP,1097,SAT_MSP
6336,"2023-01-01 12:30:00","2023-01-01 15:16:00","San Antonio (SAT)","Minneapolis (MSP)",DL2062,567.96,2207.33,6635.11,SAT_MSP,SAT_MSP,1097,SAT_MSP
7334,"2023-01-04 02:14:00","2023-01-04 05:12:00","San Antonio (SAT)","Salt Lake City (SLC)",DL1388,362.65,1753.49,5253.28,SAT_SLC,SAT_SLC,1087,SAT_SLC
7002,"2022-12-30 02:14:00","2022-12-30 05:12:00","San Antonio (SAT)","Salt Lake City (SLC)",DL1388,480.82,1961.95,7863.52,SAT_SLC,SAT_SLC,1087,SAT_SLC
7825,"2022-12-27 20:29:00","2022-12-27 21:44:00","Savannah (SAV)","Atlanta (ATL)",DL2862,454.35,1028.83,6353.71,SAV_ATL,SAV_ATL,214,SAV_ATL
7808,"2022-12-31 11:00:00","2022-12-31 12:10:00","Savannah (SAV)","Atlanta (ATL)",DL2917,734.63,1983.28,5686.52,SAV_ATL,SAV_ATL,214,SAV_ATL
7783,"2022-12-30 20:29:00","2022-12-30 21:44:00","Savannah (SAV)","Atlanta (ATL)",DL2862,315.01,1653.42,6367.07,SAV_ATL,SAV_ATL,214,SAV_ATL
7775,"2023-01-01 11:00:00","2023-01-01 12:10:00","Savannah (SAV)","Atlanta (ATL)",DL2917,434.66,1387.71,3671.64,SAV_ATL,SAV_ATL,214,SAV_ATL
7771,"2023-01-02 11:00:00","2023-01-02 12:10:00","Savannah (SAV)","Atlanta (ATL)",DL2917,382.71,2284.03,5206.36,SAV_ATL,SAV_ATL,214,SAV_ATL
7682,"2022-12-28 17:07:00","2022-12-28 18:24:00","Savannah (SAV)","Atlanta (ATL)",DL2743,262.17,2214.87,6216.52,SAV_ATL,SAV_ATL,214,SAV_ATL
7612,"2022-12-30 11:00:00","2022-12-30 12:10:00","Savannah (SAV)","Atlanta (ATL)",DL2917,641.28,1832.71,8505.62,SAV_ATL,SAV_ATL,214,SAV_ATL
7598,"2023-01-03 11:00:00","2023-01-03 12:10:00","Savannah (SAV)","Atlanta (ATL)",DL2917,400.32,1321.63,9353.23,SAV_ATL,SAV_ATL,214,SAV_ATL
7583,"2022-12-28 11:00:00","2022-12-28 12:10:00","Savannah (SAV)","Atlanta (ATL)",DL2917,449.08,1127.12,4122.36,SAV_ATL,SAV_ATL,214,SAV_ATL
6905,"2023-01-03 17:11:00","2023-01-03 18:27:00","Savannah (SAV)","Atlanta (ATL)",DL2743,722.32,1753.5,5068.69,SAV_ATL,SAV_ATL,214,SAV_ATL
7709,"2023-01-05 02:04:00","2023-01-05 06:18:00","Seattle (SEA)","Nashville (BNA)",DL2677,749.98,3089.55,3231.51,SEA_BNA,SEA_BNA,1978,SEA_BNA
7658,"2022-12-27 03:59:00","2022-12-27 06:24:00","Seattle (SEA)","Las Vegas (LAS)",DL2987,480.99,3390.89,8593.69,SEA_LAS,SEA_LAS,867,SEA_LAS
7711,"2023-01-04 17:58:00","2023-01-04 20:42:00","Seattle (SEA)","Los Angeles (LAX)",DL908,454.35,2121.77,9294.8,SEA_LAX,SEA_LAX,954,SEA_LAX
7644,"2022-12-31 01:59:00","2022-12-31 05:29:00","Seattle (SEA)","Kansas City (MCI)",DL2624,723.53,1292.17,9525.15,SEA_MCI,SEA_MCI,1489,SEA_MCI
7713,"2023-01-04 03:46:00","2023-01-04 06:35:00","Seattle (SEA)","Phoenix (PHX)",DL2323,334.34,3296.48,4840.49,SEA_PHX,SEA_PHX,1107,SEA_PHX
7654,"2022-12-28 15:10:00","2022-12-28 18:03:00","Seattle (SEA)","Phoenix (PHX)",DL1322,624.84,3272.32,7266.56,SEA_PHX,SEA_PHX,1107,SEA_PHX
7648,"2022-12-30 03:46:00","2022-12-30 06:35:00","Seattle (SEA)","Phoenix (PHX)",DL2323,436.08,2701.63,5865.67,SEA_PHX,SEA_PHX,1107,SEA_PHX
7646,"2022-12-30 17:40:00","2022-12-30 20:33:00","Seattle (SEA)","Phoenix (PHX)",DL1714,634.64,1210.66,3259.06,SEA_PHX,SEA_PHX,1107,SEA_PHX
7642,"2022-12-31 21:30:00","2022-12-31 00:20:00","Seattle (SEA)","Phoenix (PHX)",DL1712,727.34,992.79,6075.91,SEA_PHX,SEA_PHX,1107,SEA_PHX
7634,"2023-01-03 15:10:00","2023-01-03 18:03:00","Seattle (SEA)","Phoenix (PHX)",DL1322,711.86,2107.52,6438.66,SEA_PHX,SEA_PHX,1107,SEA_PHX
7628,"2023-01-05 03:46:00","2023-01-05 06:35:00","Seattle (SEA)","Phoenix (PHX)",DL2323,671.54,3495.33,9593.9,SEA_PHX,SEA_PHX,1107,SEA_PHX
7803,"2023-01-01 19:37:00","2023-01-01 22:24:00","Seattle (SEA)","Palm Springs (PSP)",DL2171,313.09,2770.67,3521.88,SEA_PSP,SEA_PSP,987,SEA_PSP
7640,"2023-01-01 17:42:00","2023-01-01 22:30:00","Seattle (SEA)","Puerto Vallarta (PVR)",DL1921,275.06,2788.42,4497.86,SEA_PVR,SEA_PVR,2078,SEA_PVR
7652,"2022-12-28 23:45:00","2022-12-28 04:41:00","Seattle (SEA)","Raleigh-Durham (RDU)",DL1397,566.88,2273.74,7112.07,SEA_RDU,SEA_RDU,2354,SEA_RDU
7632,"2023-01-03 23:45:00","2023-01-03 04:41:00","Seattle (SEA)","Raleigh-Durham (RDU)",DL1397,387.66,2441.71,5566.41,SEA_RDU,SEA_RDU,2354,SEA_RDU
7715,"2023-01-03 19:40:00","2023-01-03 22:24:00","Seattle (SEA)","San Diego (SAN)",DL1413,330.07,3427.69,3433.21,SEA_SAN,SEA_SAN,1050,SEA_SAN
7650,"2022-12-29 19:40:00","2022-12-29 22:24:00","Seattle (SEA)","San Diego (SAN)",DL1413,406.4,2214.63,6546.35,SEA_SAN,SEA_SAN,1050,SEA_SAN
7638,"2023-01-02 15:10:00","2023-01-02 17:58:00","Seattle (SEA)","San Diego (SAN)",DL1481,694.65,1226.21,3173.47,SEA_SAN,SEA_SAN,1050,SEA_SAN
7636,"2023-01-02 23:25:00","2023-01-02 02:07:00","Seattle (SEA)","San Diego (SAN)",DL1334,554.18,2536.11,4007.71,SEA_SAN,SEA_SAN,1050,SEA_SAN
7630,"2023-01-04 19:40:00","2023-01-04 22:24:00","Seattle (SEA)","San Diego (SAN)",DL1413,355.14,881.55,7517.53,SEA_SAN,SEA_SAN,1050,SEA_SAN
6703,"2022-12-27 17:49:00","2022-12-27 20:36:00","Seattle (SEA)","San Diego (SAN)",DL2904,716,1103.44,6968.59,SEA_SAN,SEA_SAN,1050,SEA_SAN
6699,"2022-12-28 17:49:00","2022-12-28 20:36:00","Seattle (SEA)","San Diego (SAN)",DL2904,337.83,2078.97,8766.96,SEA_SAN,SEA_SAN,1050,SEA_SAN
6106,"2023-01-04 17:49:00","2023-01-04 20:36:00","Seattle (SEA)","San Diego (SAN)",DL2904,513.7,1241.39,7144.45,SEA_SAN,SEA_SAN,1050,SEA_SAN
7656,"2022-12-27 19:25:00","2022-12-27 23:40:00","Seattle (SEA)","San Jose del Cabo (SJD)",DL1914,387.92,951.1,7414.94,SEA_SJD,SEA_SJD,1815,SEA_SJD
6643,"2023-01-02 13:35:00","2023-01-02 15:44:00","Seattle (SEA)","Salt Lake City (SLC)",DL1124,495.82,1216.29,9372.99,SEA_SLC,SEA_SLC,689,SEA_SLC
7801,"2023-01-02 16:30:00","2023-01-02 21:59:00","Seattle (SEA)","Tampa (TPA)",DL467,417.16,1285.19,5328.27,SEA_TPA,SEA_TPA,2520,SEA_TPA
6497,"2022-12-30 01:20:00","2022-12-30 02:50:00","San Francisco (SFO)","Los Angeles (LAX)",DL2432,428.43,862.31,5992.43,SFO_LAX,SFO_LAX,337,SFO_LAX
6493,"2022-12-30 20:34:00","2022-12-30 22:05:00","San Francisco (SFO)","Los Angeles (LAX)",DL1062,441.07,1972.84,5923.67,SFO_LAX,SFO_LAX,337,SFO_LAX
7902,"2022-12-28 13:55:00","2022-12-28 15:52:00","San Francisco (SFO)","Salt Lake City (SLC)",DL1100,736.53,904.72,6125.52,SFO_SLC,SFO_SLC,599,SFO_SLC
7210,"2022-12-28 18:26:00","2022-12-28 20:15:00","San Francisco (SFO)","Salt Lake City (SLC)",DL1311,531.58,1254.75,9381.1,SFO_SLC,SFO_SLC,599,SFO_SLC
6034,"2023-01-01 13:53:00","2023-01-01 15:50:00","San Francisco (SFO)","Salt Lake City (SLC)",DL1100,414.44,1031.57,7064,SFO_SLC,SFO_SLC,599,SFO_SLC
7248,"2022-12-29 14:15:00","2022-12-29 18:11:00","San Jose (SJC)","Minneapolis (MSP)",DL2805,260.17,1971.96,8964.98,SJC_MSP,SJC_MSP,1575,SJC_MSP
6708,"2023-01-04 14:15:00","2023-01-04 18:11:00","San Jose (SJC)","Minneapolis (MSP)",DL2805,334.57,2607.18,6068.19,SJC_MSP,SJC_MSP,1575,SJC_MSP
6482,"2023-01-02 14:15:00","2023-01-02 18:11:00","San Jose (SJC)","Minneapolis (MSP)",DL2805,338.41,2207.41,3712.56,SJC_MSP,SJC_MSP,1575,SJC_MSP
7877,"2023-01-02 18:14:00","2023-01-02 20:11:00","San Jose (SJC)","Salt Lake City (SLC)",DL882,335.77,2509.54,5722.4,SJC_SLC,SJC_SLC,584,SJC_SLC
6044,"2022-12-30 18:14:00","2022-12-30 20:11:00","San Jose (SJC)","Salt Lake City (SLC)",DL882,441.07,1351.13,5064.25,SJC_SLC,SJC_SLC,584,SJC_SLC
7281,"2022-12-28 22:11:00","2022-12-28 01:59:00","San Jose del Cabo (SJD)","Atlanta (ATL)",DL1828,488.68,1870.23,8090.27,SJD_ATL,SJD_ATL,1695,SJD_ATL
7687,"2023-01-04 21:30:00","2023-01-04 02:40:00","San Jose del Cabo (SJD)","New York (JFK)",DL1892,589.22,862.35,8757.57,SJD_JFK,SJD_JFK,2408,SJD_JFK
7662,"2023-01-03 22:42:00","2023-01-03 02:41:00","San Jose del Cabo (SJD)","Minneapolis (MSP)",DL1826,518.95,2976.95,5513.95,SJD_MSP,SJD_MSP,1764,SJD_MSP
7225,"2023-01-03 21:10:00","2023-01-03 01:10:00","San Jose del Cabo (SJD)","Minneapolis (MSP)",DL1819,368.13,2652.7,3918.29,SJD_MSP,SJD_MSP,1764,SJD_MSP
7031,"2022-12-29 21:10:00","2022-12-29 01:10:00","San Jose del Cabo (SJD)","Minneapolis (MSP)",DL1819,471.72,2179.44,9734.84,SJD_MSP,SJD_MSP,1764,SJD_MSP
6852,"2022-12-28 21:10:00","2022-12-28 01:10:00","San Jose del Cabo (SJD)","Minneapolis (MSP)",DL1819,666.77,2039.47,6655.05,SJD_MSP,SJD_MSP,1764,SJD_MSP
6064,"2022-12-26 21:10:00","2022-12-26 01:10:00","San Jose del Cabo (SJD)","Minneapolis (MSP)",DL1819,730.15,2788.42,7555.49,SJD_MSP,SJD_MSP,1764,SJD_MSP
7655,"2022-12-28 00:45:00","2022-12-28 05:20:00","San Jose del Cabo (SJD)","Seattle (SEA)",DL1837,505.27,2012.56,3749.1,SJD_SEA,SJD_SEA,1815,SJD_SEA
7081,"2022-12-26 23:05:00","2022-12-26 02:13:00","San Jose del Cabo (SJD)","Salt Lake City (SLC)",DL1951,659.84,1874.07,6621.93,SJD_SLC,SJD_SLC,1222,SJD_SLC
6871,"2023-01-02 23:05:00","2023-01-02 02:13:00","San Jose del Cabo (SJD)","Salt Lake City (SLC)",DL1951,568.81,856.77,6903.68,SJD_SLC,SJD_SLC,1222,SJD_SLC
7535,"2022-12-31 20:26:00","2022-12-31 00:58:00","Basseterre (SKB)","Atlanta (ATL)",DL1967,361.01,3231.11,8193.73,SKB_ATL,SKB_ATL,1754,SKB_ATL
7441,"2022-12-29 15:34:00","2022-12-29 19:28:00","Salt Lake City (SLC)","Atlanta (ATL)",DL405,426.6,2740.47,6859.77,SLC_ATL,SLC_ATL,1590,SLC_ATL
7431,"2022-12-31 15:34:00","2022-12-31 19:28:00","Salt Lake City (SLC)","Atlanta (ATL)",DL405,455.04,2952.92,7368.69,SLC_ATL,SLC_ATL,1590,SLC_ATL
7420,"2023-01-03 16:43:00","2023-01-03 20:29:00","Salt Lake City (SLC)","Atlanta (ATL)",DL2569,267.89,2131.25,9550.95,SLC_ATL,SLC_ATL,1590,SLC_ATL
7187,"2022-12-28 16:43:00","2022-12-28 20:29:00","Salt Lake City (SLC)","Atlanta (ATL)",DL2569,504.55,1382.26,8142.41,SLC_ATL,SLC_ATL,1590,SLC_ATL
6972,"2022-12-28 13:25:00","2022-12-28 17:11:00","Salt Lake City (SLC)","Atlanta (ATL)",DL398,309.97,1221.17,3854.25,SLC_ATL,SLC_ATL,1590,SLC_ATL
6403,"2023-01-04 16:43:00","2023-01-04 20:29:00","Salt Lake City (SLC)","Atlanta (ATL)",DL2569,455.06,1073.6,7801.17,SLC_ATL,SLC_ATL,1590,SLC_ATL
6303,"2022-12-29 22:50:00","2022-12-29 02:27:00","Salt Lake City (SLC)","Atlanta (ATL)",DL1213,683.54,2727.53,9153.02,SLC_ATL,SLC_ATL,1590,SLC_ATL
7880,"2023-01-02 04:00:00","2023-01-02 05:33:00","Salt Lake City (SLC)","Billings (BIL)",DL2178,659.84,3231.16,4388.13,SLC_BIL,SLC_BIL,387,SLC_BIL
6382,"2022-12-31 06:16:00","2022-12-31 07:50:00","Salt Lake City (SLC)","Billings (BIL)",DL2178,367.49,2222.87,8294.31,SLC_BIL,SLC_BIL,387,SLC_BIL
6057,"2022-12-28 06:16:00","2022-12-28 07:50:00","Salt Lake City (SLC)","Billings (BIL)",DL2178,703.96,3098.43,3373.41,SLC_BIL,SLC_BIL,387,SLC_BIL
6047,"2022-12-30 06:16:00","2022-12-30 07:50:00","Salt Lake City (SLC)","Billings (BIL)",DL2178,499.25,3318.07,6569.4,SLC_BIL,SLC_BIL,387,SLC_BIL
7897,"2022-12-29 05:50:00","2022-12-29 07:23:00","Salt Lake City (SLC)","Bozeman (BZN)",DL1186,391.66,1281.81,7132.15,SLC_BZN,SLC_BZN,347,SLC_BZN
6859,"2022-12-27 05:50:00","2022-12-27 07:23:00","Salt Lake City (SLC)","Bozeman (BZN)",DL1186,373.56,3117.38,9465.43,SLC_BZN,SLC_BZN,347,SLC_BZN
6041,"2022-12-31 05:50:00","2022-12-31 07:23:00","Salt Lake City (SLC)","Bozeman (BZN)",DL1186,343.15,1866.31,8058.75,SLC_BZN,SLC_BZN,347,SLC_BZN
7704,"2022-12-28 18:45:00","2022-12-28 22:37:00","Salt Lake City (SLC)","Charlotte (CLT)",DL751,730.65,2975.3,7762.68,SLC_CLT,SLC_CLT,1727,SLC_CLT
7268,"2023-01-02 18:45:00","2023-01-02 22:37:00","Salt Lake City (SLC)","Charlotte (CLT)",DL751,564.98,2248.26,7310.88,SLC_CLT,SLC_CLT,1727,SLC_CLT
7700,"2022-12-30 21:30:00","2022-12-30 22:57:00","Salt Lake City (SLC)","Denver (DEN)",DL2383,360.95,3207.1,8358.85,SLC_DEN,SLC_DEN,391,SLC_DEN
7264,"2023-01-03 21:30:00","2023-01-03 22:57:00","Salt Lake City (SLC)","Denver (DEN)",DL2383,430.85,2584.25,3456.79,SLC_DEN,SLC_DEN,391,SLC_DEN
7901,"2022-12-28 17:00:00","2022-12-28 19:43:00","Salt Lake City (SLC)","Dallas (DFW)",DL1297,530.25,3311.76,8677.34,SLC_DFW,SLC_DFW,989,SLC_DFW
7333,"2023-01-04 15:00:00","2023-01-04 17:44:00","Salt Lake City (SLC)","Dallas (DFW)",DL2923,346.92,1444.95,7507.71,SLC_DFW,SLC_DFW,989,SLC_DFW
7203,"2023-01-03 15:00:00","2023-01-03 17:44:00","Salt Lake City (SLC)","Dallas (DFW)",DL2923,326.16,948.49,3159.6,SLC_DFW,SLC_DFW,989,SLC_DFW
7174,"2022-12-31 22:10:00","2022-12-31 01:39:00","Salt Lake City (SLC)","Detroit (DTW)",DL1327,354.87,2922.94,3564.18,SLC_DTW,SLC_DTW,1481,SLC_DTW
7080,"2022-12-27 01:59:00","2022-12-27 05:32:00","Salt Lake City (SLC)","Detroit (DTW)",DL2905,283.24,1976.9,5412.92,SLC_DTW,SLC_DTW,1481,SLC_DTW
6426,"2022-12-29 22:10:00","2022-12-29 01:39:00","Salt Lake City (SLC)","Detroit (DTW)",DL1327,504.56,1295.08,5904.46,SLC_DTW,SLC_DTW,1481,SLC_DTW
7207,"2022-12-29 06:07:00","2022-12-29 08:04:00","Salt Lake City (SLC)","Kalispell (FCA)",DL331,422.11,1190.18,5151.81,SLC_FCA,SLC_FCA,531,SLC_FCA
7401,"2023-01-02 17:15:00","2023-01-02 19:30:00","Salt Lake City (SLC)","Topeka (FOE)",DL8900,502.37,1633.97,4498.83,SLC_FOE,SLC_FOE,875,SLC_FOE
6327,"2023-01-03 05:55:00","2023-01-03 07:56:00","Salt Lake City (SLC)","Spokane (GEG)",DL1417,603,2323.29,6516.71,SLC_GEG,SLC_GEG,546,SLC_GEG
6025,"2023-01-03 15:08:00","2023-01-03 17:15:00","Salt Lake City (SLC)","Spokane (GEG)",DL2740,623.95,1225.02,4161.24,SLC_GEG,SLC_GEG,546,SLC_GEG
7339,"2023-01-03 03:45:00","2023-01-03 06:59:00","Salt Lake City (SLC)","Houston (IAH)",DL944,740.97,884.45,8876.46,SLC_IAH,SLC_IAH,1195,SLC_IAH
7001,"2022-12-31 03:45:00","2022-12-31 06:59:00","Salt Lake City (SLC)","Houston (IAH)",DL944,598.72,2330.86,5795.59,SLC_IAH,SLC_IAH,1195,SLC_IAH
6323,"2023-01-04 03:45:00","2023-01-04 06:59:00","Salt Lake City (SLC)","Houston (IAH)",DL944,403.61,1991.19,3271.84,SLC_IAH,SLC_IAH,1195,SLC_IAH
7345,"2022-12-31 18:04:00","2022-12-31 19:14:00","Salt Lake City (SLC)","Jackson (JAC)",DL456,667.4,1162.13,9726.74,SLC_JAC,SLC_JAC,205,SLC_JAC
7343,"2022-12-31 22:45:00","2022-12-31 23:52:00","Salt Lake City (SLC)","Jackson (JAC)",DL2170,622.98,1858.46,7574.92,SLC_JAC,SLC_JAC,205,SLC_JAC
7341,"2023-01-02 22:45:00","2023-01-02 23:52:00","Salt Lake City (SLC)","Jackson (JAC)",DL2170,658.04,852.66,8282.21,SLC_JAC,SLC_JAC,205,SLC_JAC
7337,"2023-01-03 18:04:00","2023-01-03 19:14:00","Salt Lake City (SLC)","Jackson (JAC)",DL456,348.18,1832.48,5584.69,SLC_JAC,SLC_JAC,205,SLC_JAC
7331,"2023-01-04 22:45:00","2023-01-04 23:52:00","Salt Lake City (SLC)","Jackson (JAC)",DL2170,536.15,1093.32,6073.3,SLC_JAC,SLC_JAC,205,SLC_JAC
7329,"2023-01-05 03:13:00","2023-01-05 04:29:00","Salt Lake City (SLC)","Jackson (JAC)",DL2269,636.16,2829.37,3466.58,SLC_JAC,SLC_JAC,205,SLC_JAC
7005,"2022-12-29 18:04:00","2022-12-29 19:14:00","Salt Lake City (SLC)","Jackson (JAC)",DL456,638.14,919.98,4724.77,SLC_JAC,SLC_JAC,205,SLC_JAC
6565,"2022-12-30 18:04:00","2022-12-30 19:14:00","Salt Lake City (SLC)","Jackson (JAC)",DL456,699.19,752.28,3439.81,SLC_JAC,SLC_JAC,205,SLC_JAC
6555,"2023-01-03 03:13:00","2023-01-03 04:29:00","Salt Lake City (SLC)","Jackson (JAC)",DL2269,519.39,3247.95,7467.91,SLC_JAC,SLC_JAC,205,SLC_JAC
6551,"2023-01-04 03:13:00","2023-01-04 04:29:00","Salt Lake City (SLC)","Jackson (JAC)",DL2269,445.47,3057.4,3757.68,SLC_JAC,SLC_JAC,205,SLC_JAC
6518,"2023-01-03 06:55:00","2023-01-03 11:22:00","Salt Lake City (SLC)","New York (JFK)",DL399,293.53,2536.79,6550.03,SLC_JFK,SLC_JFK,1990,SLC_JFK
7899,"2022-12-29 00:50:00","2022-12-29 02:14:00","Salt Lake City (SLC)","Las Vegas (LAS)",DL918,333.3,2652.74,5818.08,SLC_LAS,SLC_LAS,368,SLC_LAS
7199,"2023-01-04 06:20:00","2023-01-04 07:55:00","Salt Lake City (SLC)","Las Vegas (LAS)",DL2837,714.82,1497.74,7346.46,SLC_LAS,SLC_LAS,368,SLC_LAS
7160,"2023-01-04 22:33:00","2023-01-04 23:57:00","Salt Lake City (SLC)","Las Vegas (LAS)",DL2696,283.24,3358.69,4416.92,SLC_LAS,SLC_LAS,368,SLC_LAS
6646,"2023-01-01 22:33:00","2023-01-01 23:57:00","Salt Lake City (SLC)","Las Vegas (LAS)",DL1264,511.69,2668.92,5084.52,SLC_LAS,SLC_LAS,368,SLC_LAS
6376,"2023-01-01 04:18:00","2023-01-01 05:50:00","Salt Lake City (SLC)","Las Vegas (LAS)",DL2837,531.31,2706.04,7786.77,SLC_LAS,SLC_LAS,368,SLC_LAS
6061,"2022-12-27 18:55:00","2022-12-27 20:21:00","Salt Lake City (SLC)","Las Vegas (LAS)",DL1611,348.58,1390.36,3444.98,SLC_LAS,SLC_LAS,368,SLC_LAS
6031,"2023-01-02 04:18:00","2023-01-02 05:50:00","Salt Lake City (SLC)","Las Vegas (LAS)",DL2837,666.59,867.3,7466.77,SLC_LAS,SLC_LAS,368,SLC_LAS
6029,"2023-01-02 18:55:00","2023-01-02 20:21:00","Salt Lake City (SLC)","Las Vegas (LAS)",DL1611,345.04,1695.66,5959.67,SLC_LAS,SLC_LAS,368,SLC_LAS
7907,"2022-12-27 18:08:00","2022-12-27 20:13:00","Salt Lake City (SLC)","Los Angeles (LAX)",DL1008,373.56,882.34,5277.87,SLC_LAX,SLC_LAX,590,SLC_LAX
6640,"2023-01-03 00:17:00","2023-01-03 02:15:00","Salt Lake City (SLC)","Los Angeles (LAX)",DL978,262.66,2901.28,4303.73,SLC_LAX,SLC_LAX,590,SLC_LAX
6374,"2023-01-01 16:30:00","2023-01-01 18:42:00","Salt Lake City (SLC)","Los Angeles (LAX)",DL1006,607.2,1878.43,3326.29,SLC_LAX,SLC_LAX,590,SLC_LAX
6101,"2022-12-27 05:50:00","2022-12-27 07:57:00","Salt Lake City (SLC)","Los Angeles (LAX)",DL1049,644.26,1201.17,9358.56,SLC_LAX,SLC_LAX,590,SLC_LAX
6093,"2022-12-29 05:50:00","2022-12-29 07:57:00","Salt Lake City (SLC)","Los Angeles (LAX)",DL1049,674.83,3468.65,7740.46,SLC_LAX,SLC_LAX,590,SLC_LAX
6051,"2022-12-29 18:08:00","2022-12-29 20:13:00","Salt Lake City (SLC)","Los Angeles (LAX)",DL1008,648.41,1977.64,7898.51,SLC_LAX,SLC_LAX,590,SLC_LAX
